pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr20.0
L__DET_ADJ_ADJ_NOUN	15	0	plur	государство	wrong	original	На вторую сверху <unk> <unk> лестницы модернизации можно , наверное , поставить Францию , Данию , Швецию , <unk> некоторые западные и южные германские	0	True	3470	5	24	На вторую сверху условную ступеньку лестницы модернизации можно , наверное , поставить Францию , Данию , Швецию , а_также некоторые западные и южные германские государства , которые не были тогда еще объединены под властью Берлина . <eos>	-10.7672
L__ADJ_DET_NOUN	15	4	sing	фильтр	correct	generated	Красноярский и тот же	0	False	165	4	4	Красноярский и тот же ответ , основанный ценами , поступает представлять внешне отдельные тайные специальности ( вечно , психологи ГКЧП и Света ) , а главные банки снимали разные кадры - скажем стратегический и неприятный месяцы . <eos>	-12.2187
L__ADJ_DET_NOUN	15	4	sing	фильтры	wrong	generated	Красноярский и тот же	0	False	162	4	4	Красноярский и тот же ответ , основанный ценами , поступает представлять внешне отдельные тайные специальности ( вечно , психологи ГКЧП и Света ) , а главные банки снимали разные кадры - скажем стратегический и неприятный месяцы . <eos>	-12.3697
L__ADJ_PUNCT_ADJ_NOUN	44	4	plur	авиакомпании	correct	generated	Все фотографии магистрали , зрелище которых считают команды наличия , - исключительно советские , яростно благоприятные	1	True	859	4	16	Все фотографии магистрали , зрелище которых считают команды наличия , - исключительно советские , яростно благоприятные трассы неудачных полей , огромная из которых отдельно одержала свой сад и ни обе из которых устойчиво что не превысила альтернативной сек рассказу . <eos>	-16.816
L__ADJ_PUNCT_ADJ_NOUN	44	4	plur	авиакомпания	wrong	generated	Все фотографии магистрали , зрелище которых считают команды наличия , - исключительно советские , яростно благоприятные	1	True	399	4	16	Все фотографии магистрали , зрелище которых считают команды наличия , - исключительно советские , яростно благоприятные трассы неудачных полей , огромная из которых отдельно одержала свой сад и ни обе из которых устойчиво что не превысила альтернативной сек рассказу . <eos>	-17.2032
L__ADJ_NOUN_NOUN	31	1	plur	объединения	correct	generated	Три аргументов пешком были уничтожены нынешние частные на коммерческий десяток	1	False	3532	4	10	Три аргументов пешком были уничтожены нынешние частные на коммерческий десяток ограничения неудачи промышленников . <eos>	-13.2746
L__ADJ_NOUN_NOUN	31	1	plur	объединение	wrong	generated	Три аргументов пешком были уничтожены нынешние частные на коммерческий десяток	1	False	1928	4	10	Три аргументов пешком были уничтожены нынешние частные на коммерческий десяток ограничения неудачи промышленников . <eos>	-16.2587
R__VERB_NOUN_CCONJ_VERB	34	5	sing	обслуживает	correct	generated	Если уж тематика темпом двух выкупа вылетает тенденцию процессов правых единиц и	0	False	560	6	12	Если уж тематика темпом двух выкупа вылетает тенденцию процессов правых единиц и подписывает регулирование слова , то что поощрять о обязанности трудом двух интеллект , которая впадает в метод языков трех и для которой загрязнение тока к культуре эскалации теплее в трех весов . <eos>	-14.3122
R__VERB_NOUN_CCONJ_VERB	34	5	sing	обслуживают	wrong	generated	Если уж тематика темпом двух выкупа вылетает тенденцию процессов правых единиц и	0	False	203	6	12	Если уж тематика темпом двух выкупа вылетает тенденцию процессов правых единиц и подписывает регулирование слова , то что поощрять о обязанности трудом двух интеллект , которая впадает в метод языков трех и для которой загрязнение тока к культуре эскалации теплее в трех весов . <eos>	-14.0455
L__ADJ_NOUN_NOUN	4	0	sing	объектом	correct	original	Теперь самым важным для власти и для ее доктрины порядка	0	False	1807	8	10	Теперь самым важным для власти и для ее доктрины порядка объектом стали общественные организации . <eos>	-12.423
L__ADJ_NOUN_NOUN	4	0	sing	объектами	wrong	original	Теперь самым важным для власти и для ее доктрины порядка	0	False	879	8	10	Теперь самым важным для власти и для ее доктрины порядка объектом стали общественные организации . <eos>	-14.6517
L__ADJ_ADJ_NOUN	87	8	plur	дополнений	correct	generated	Цель ограничения отрасли в попытке даже ближайших таковых и многолетних	0	False	327	4	10	Цель ограничения отрасли в попытке даже ближайших таковых и многолетних направлений спокойно заметна . <eos>	-8.26942
L__ADJ_ADJ_NOUN	87	8	plur	дополнения	wrong	generated	Цель ограничения отрасли в попытке даже ближайших таковых и многолетних	0	False	647	4	10	Цель ограничения отрасли в попытке даже ближайших таковых и многолетних направлений спокойно заметна . <eos>	-17.6243
L__ADJ_NOUN_ADJ_NOUN	13	3	plur	отсеков	correct	generated	Дали по нынешней попытке трех объяснений , зарегистрированы двух манипуляций причин сервиса , <unk> ранее трех взглядов половины обоих из важнейших в вершине минимальных	0	True	95	4	24	"Дали по нынешней попытке трех объяснений , зарегистрированы двух манипуляций причин сервиса , а_также ранее трех взглядов половины обоих из важнейших в вершине минимальных переходов - "" San Х ЕС "" . <eos>"	-10.6378
L__ADJ_NOUN_ADJ_NOUN	13	3	plur	отсека	wrong	generated	Дали по нынешней попытке трех объяснений , зарегистрированы двух манипуляций причин сервиса , <unk> ранее трех взглядов половины обоих из важнейших в вершине минимальных	0	True	189	4	24	"Дали по нынешней попытке трех объяснений , зарегистрированы двух манипуляций причин сервиса , а_также ранее трех взглядов половины обоих из важнейших в вершине минимальных переходов - "" San Х ЕС "" . <eos>"	-15.6344
L__ADJ_ADJ_NOUN	44	9	sing	проверка	correct	generated	Просто мы неофициально каждая и экспериментально официальная	0	False	536	4	7	Просто мы неофициально каждая и экспериментально официальная вина , чтобы включать мировой конкурс максимума . <eos>	-5.74195
L__ADJ_ADJ_NOUN	44	9	sing	проверки	wrong	generated	Просто мы неофициально каждая и экспериментально официальная	0	False	1546	4	7	Просто мы неофициально каждая и экспериментально официальная вина , чтобы включать мировой конкурс максимума . <eos>	-11.3612
R__VERB_NOUN_CCONJ_VERB	10	3	plur	есть	correct	generated	В приватизации с здоровьем читают подводный покой и	0	False	35377	4	8	"В приватизации с здоровьем читают подводный покой и предусматривают уточнить уже с высоким союзником или командиром , причем в преодолении не жениха , а маршала со тактики - специалиста квантовой стороны "" Европейские обеспечивающие добавки "" , до этого телефона в сообщение присутствия называвшейся "" Штаты спонсоров "" . <eos>"	-6.48017
R__VERB_NOUN_CCONJ_VERB	10	3	plur	есть	wrong	generated	В приватизации с здоровьем читают подводный покой и	0	False	35377	4	8	"В приватизации с здоровьем читают подводный покой и предусматривают уточнить уже с высоким союзником или командиром , причем в преодолении не жениха , а маршала со тактики - специалиста квантовой стороны "" Европейские обеспечивающие добавки "" , до этого телефона в сообщение присутствия называвшейся "" Штаты спонсоров "" . <eos>"	-6.48017
L__DET_VERB_NOUN	5	3	plur	учителей	correct	generated	Найти всех желающих в Академию	0	False	1631	4	5	Найти всех желающих в Академию спонсоров смешно . <eos>	-10.1388
L__DET_VERB_NOUN	5	3	plur	учителя	wrong	generated	Найти всех желающих в Академию	0	False	2101	4	5	Найти всех желающих в Академию спонсоров смешно . <eos>	-9.06519
L__ADJ_ADJ_NOUN	32	6	plur	соперников	correct	generated	"Затем даже при связанных недрах драматическая авария алгоритмов "" британских и торговых """	0	True	1168	4	13	"Затем даже при связанных недрах драматическая авария алгоритмов "" британских и торговых "" дипломатов правилами в спешке продолжает только двух барабанов . <eos>"	-10.7622
L__ADJ_ADJ_NOUN	32	6	plur	соперника	wrong	generated	"Затем даже при связанных недрах драматическая авария алгоритмов "" британских и торговых """	0	True	1343	4	13	"Затем даже при связанных недрах драматическая авария алгоритмов "" британских и торговых "" дипломатов правилами в спешке продолжает только двух барабанов . <eos>"	-14.3019
R__VERB_NOUN_CCONJ_VERB	36	3	sing	поддерживает	correct	generated	Доля длится на лицах и интервью другой колонии и	0	False	1696	8	9	Доля длится на лицах и интервью другой колонии и подводит собой нацистскую автобиографию медленного внимания . <eos>	-8.28527
R__VERB_NOUN_CCONJ_VERB	36	3	sing	поддерживают	wrong	generated	Доля длится на лицах и интервью другой колонии и	0	False	857	8	9	Доля длится на лицах и интервью другой колонии и подводит собой нацистскую автобиографию медленного внимания . <eos>	-11.1074
L__ADJ_DET_NOUN	35	9	sing	чувство	correct	generated	Ходили они близкое и то же	0	False	1842	4	6	Ходили они близкое и то же содержание . <eos>	-5.91465
L__ADJ_DET_NOUN	35	9	sing	чувства	wrong	generated	Ходили они близкое и то же	0	False	2024	4	6	Ходили они близкое и то же содержание . <eos>	-11.8236
R__VERB_NOUN_CCONJ_VERB	3	1	plur	признают	correct	generated	Отчасти того , они не просто препятствуют вдоль пожилых тканей , но	0	True	472	6	12	Отчасти того , они не просто препятствуют вдоль пожилых тканей , но влияют в психологию и именуют из нее ! <eos>	-10.8432
R__VERB_NOUN_CCONJ_VERB	3	1	plur	признает	wrong	generated	Отчасти того , они не просто препятствуют вдоль пожилых тканей , но	0	True	446	6	12	Отчасти того , они не просто препятствуют вдоль пожилых тканей , но влияют в психологию и именуют из нее ! <eos>	-14.1561
L__ADJ_ADJ_NOUN	88	6	plur	организации	correct	generated	Кроме духовенства гимна железа по космическим потребностям , расположенную почту разделяет то , что в размере гибнут революционные административно - успешные и морские	0	True	18326	6	23	Кроме духовенства гимна железа по космическим потребностям , расположенную почту разделяет то , что в размере гибнут революционные административно - успешные и морские страсти - призрак и вирус . <eos>	-5.77312
L__ADJ_ADJ_NOUN	88	6	plur	организация	wrong	generated	Кроме духовенства гимна железа по космическим потребностям , расположенную почту разделяет то , что в размере гибнут революционные административно - успешные и морские	0	True	4907	6	23	Кроме духовенства гимна железа по космическим потребностям , расположенную почту разделяет то , что в размере гибнут революционные административно - успешные и морские страсти - призрак и вирус . <eos>	-11.4255
L__ADJ_ADJ_NOUN	72	7	plur	различия	correct	generated	Многие резервные для обещания сотни	0	False	1845	5	5	Многие резервные для обещания сотни моря страдали ослабление в Осетии поэтому до алюминия X музея . <eos>	-16.3138
L__ADJ_ADJ_NOUN	72	7	plur	различие	wrong	generated	Многие резервные для обещания сотни	0	False	644	5	5	Многие резервные для обещания сотни моря страдали ослабление в Осетии поэтому до алюминия X музея . <eos>	-16.3015
L__VERB_NOUN_NOUN	18	7	plur	работников	correct	generated	Данные , проявленные на жертвах , пациенты в местном троне превратили на характере поступивших в котле затрат	0	True	3854	4	17	Данные , проявленные на жертвах , пациенты в местном троне превратили на характере поступивших в котле затрат кандидатов . <eos>	-11.0941
L__VERB_NOUN_NOUN	18	7	plur	работника	wrong	generated	Данные , проявленные на жертвах , пациенты в местном троне превратили на характере поступивших в котле затрат	0	True	695	4	17	Данные , проявленные на жертвах , пациенты в местном троне превратили на характере поступивших в котле затрат кандидатов . <eos>	-14.7665
L__ADJ_DET_NOUN	1	5	sing	объявление	correct	generated	Все они входили свой транспорт стратегически - из внутренних экономических олимпиад , радикально в русское и то же	0	True	506	4	18	Все они входили свой транспорт стратегически - из внутренних экономических олимпиад , радикально в русское и то же отражение . <eos>	-12.7399
L__ADJ_DET_NOUN	1	5	sing	объявления	wrong	generated	Все они входили свой транспорт стратегически - из внутренних экономических олимпиад , радикально в русское и то же	0	True	1000	4	18	Все они входили свой транспорт стратегически - из внутренних экономических олимпиад , радикально в русское и то же отражение . <eos>	-15.8125
L__ADJ_PUNCT_ADJ_NOUN	41	0	sing	дороги	correct	original	<unk> в целом можно сравнить с попыткой водителя свернуть с одной , хорошо знакомой ему ,	0	True	6784	6	16	Модернизацию в целом можно сравнить с попыткой водителя свернуть с одной , хорошо знакомой ему , дороги на другую - новую и непривычную . <eos>	-7.32575
L__ADJ_PUNCT_ADJ_NOUN	41	0	sing	дорог	wrong	original	<unk> в целом можно сравнить с попыткой водителя свернуть с одной , хорошо знакомой ему ,	0	True	3693	6	16	Модернизацию в целом можно сравнить с попыткой водителя свернуть с одной , хорошо знакомой ему , дороги на другую - новую и непривычную . <eos>	-11.297
L__ADJ_PUNCT_VERB_NOUN	1	0	sing	секунду	correct	original	Можно делать снимок за <unk> - через каждую , скажем ,	0	True	788	4	11	Можно делать снимок за снимком - через каждую , скажем , секунду - какого-нибудь участка , и будет видно , что атомы там сидят неподвижно . <eos>	-7.58902
L__ADJ_PUNCT_VERB_NOUN	1	0	sing	секунды	wrong	original	Можно делать снимок за <unk> - через каждую , скажем ,	0	True	1223	4	11	Можно делать снимок за снимком - через каждую , скажем , секунду - какого-нибудь участка , и будет видно , что атомы там сидят неподвижно . <eos>	-7.50751
L__VERB_NOUN_NOUN	5	7	sing	фигуру	correct	generated	Определение предполагается находящимся под сбором минуты работодателя или человеческим , если при своем чемпионате выдача поэта писала бы сменить находящуюся на этом давлении	0	True	435	4	23	Определение предполагается находящимся под сбором минуты работодателя или человеческим , если при своем чемпионате выдача поэта писала бы сменить находящуюся на этом давлении роту ( вручную от того , встречает ли такая длина на этом вине ) . <eos>	-4.07439
L__VERB_NOUN_NOUN	5	7	sing	фигуры	wrong	generated	Определение предполагается находящимся под сбором минуты работодателя или человеческим , если при своем чемпионате выдача поэта писала бы сменить находящуюся на этом давлении	0	True	1750	4	23	Определение предполагается находящимся под сбором минуты работодателя или человеческим , если при своем чемпионате выдача поэта писала бы сменить находящуюся на этом давлении роту ( вручную от того , встречает ли такая длина на этом вине ) . <eos>	-9.33374
L__ADJ_ADJ_NOUN	81	5	sing	цифру	correct	generated	Ранее маска бюджетного плода не только в том , чтобы выбить переподготовку сокращаться в взрослую ( по разрушению с открытой ежедневно )	0	True	248	8	22	Ранее маска бюджетного плода не только в том , чтобы выбить переподготовку сокращаться в взрослую ( по разрушению с открытой ежедневно ) дружбу . <eos>	-10.3962
L__ADJ_ADJ_NOUN	81	5	sing	цифры	wrong	generated	Ранее маска бюджетного плода не только в том , чтобы выбить переподготовку сокращаться в взрослую ( по разрушению с открытой ежедневно )	0	True	1205	8	22	Ранее маска бюджетного плода не только в том , чтобы выбить переподготовку сокращаться в взрослую ( по разрушению с открытой ежедневно ) дружбу . <eos>	-10.8839
R__VERB_NOUN_CCONJ_VERB	39	7	sing	выделяется	correct	generated	Судья представил , что иное православие отдельной компоненты нашей зимы дается горячо под сознанием дипломатии и	0	True	875	6	16	Судья представил , что иное православие отдельной компоненты нашей зимы дается горячо под сознанием дипломатии и возвращается собственными барьерами . <eos>	-11.5774
R__VERB_NOUN_CCONJ_VERB	39	7	sing	выделяются	wrong	generated	Судья представил , что иное православие отдельной компоненты нашей зимы дается горячо под сознанием дипломатии и	0	True	837	6	16	Судья представил , что иное православие отдельной компоненты нашей зимы дается горячо под сознанием дипломатии и возвращается собственными барьерами . <eos>	-12.7321
L__ADJ_ADJ_NOUN	67	8	plur	надежды	correct	generated	"Особенно , самовольно затруднительно обновление , что все наземные и даже "" бытовые """	0	True	1266	6	14	"Особенно , самовольно затруднительно обновление , что все наземные и даже "" бытовые "" окрестности в активном личном оборудовании спасают строиться не потоками мин грамма , а средствами его субботы и реконструкции , широко что в "" суде "" содержали даже Павлова Гесса . <eos>"	-13.8846
L__ADJ_ADJ_NOUN	67	8	plur	надежда	wrong	generated	"Особенно , самовольно затруднительно обновление , что все наземные и даже "" бытовые """	0	True	398	6	14	"Особенно , самовольно затруднительно обновление , что все наземные и даже "" бытовые "" окрестности в активном личном оборудовании спасают строиться не потоками мин грамма , а средствами его субботы и реконструкции , широко что в "" суде "" содержали даже Павлова Гесса . <eos>"	-17.9515
R__VERB_NOUN_CCONJ_VERB	40	9	sing	превышает	correct	generated	Кампания орбитальной заметки не только влечет регулярный снимок , но	0	True	2381	5	10	Кампания орбитальной заметки не только влечет регулярный снимок , но летит достойное авторство к фильму оппозиции экспертного снаряжения . <eos>	-14.0529
R__VERB_NOUN_CCONJ_VERB	40	9	sing	превышают	wrong	generated	Кампания орбитальной заметки не только влечет регулярный снимок , но	0	True	335	5	10	Кампания орбитальной заметки не только влечет регулярный снимок , но летит достойное авторство к фильму оппозиции экспертного снаряжения . <eos>	-18.957
L__DET_ADJ_NOUN	7	3	sing	фигуру	correct	generated	Мне нуждается , что ранее любить эту натуральную и , многократно , спортивную	0	True	435	7	13	Мне нуждается , что ранее любить эту натуральную и , многократно , спортивную строчку затруднительно . <eos>	-6.08775
L__DET_ADJ_NOUN	7	3	sing	фигуры	wrong	generated	Мне нуждается , что ранее любить эту натуральную и , многократно , спортивную	0	True	1750	7	13	Мне нуждается , что ранее любить эту натуральную и , многократно , спортивную строчку затруднительно . <eos>	-11.0746
L__VERB_NOUN_ADJ_NOUN	2	9	sing	производителя	correct	generated	Этот рывок исключил с полными поколениями над пулями лепестков и исследований совершенно прошедшего из революции закрытого	0	False	477	4	16	Этот рывок исключил с полными поколениями над пулями лепестков и исследований совершенно прошедшего из революции закрытого создателя твердого уничтожения пациента Джона Генриха Шамиля . <eos>	-13.387
L__VERB_NOUN_ADJ_NOUN	2	9	sing	производителей	wrong	generated	Этот рывок исключил с полными поколениями над пулями лепестков и исследований совершенно прошедшего из революции закрытого	0	False	1185	4	16	Этот рывок исключил с полными поколениями над пулями лепестков и исследований совершенно прошедшего из революции закрытого создателя твердого уничтожения пациента Джона Генриха Шамиля . <eos>	-17.919
L__VERB_NOUN_ADJ_NOUN	2	5	sing	тренера	correct	generated	Этот ремень указал с аналогичными поколениями над фотографиями месяцев и пособий ровно произошедшего из задачи первого	0	False	3111	4	16	Этот ремень указал с аналогичными поколениями над фотографиями месяцев и пособий ровно произошедшего из задачи первого дедушки территориального повреждения обвиняемого Тимошенко Белых Шеварднадзе . <eos>	-6.67961
L__VERB_NOUN_ADJ_NOUN	2	5	sing	тренеров	wrong	generated	Этот ремень указал с аналогичными поколениями над фотографиями месяцев и пособий ровно произошедшего из задачи первого	0	False	855	4	16	Этот ремень указал с аналогичными поколениями над фотографиями месяцев и пособий ровно произошедшего из задачи первого дедушки территориального повреждения обвиняемого Тимошенко Белых Шеварднадзе . <eos>	-12.1543
R__VERB_NOUN_CCONJ_VERB	7	3	sing	заявляет	correct	generated	"Исходя надежно неблагоприятные примеси в отчетности от взятых сигарет , геолог "" Справедливости "" забывает в неспособность консервативных и"	0	True	1132	5	19	"Исходя надежно неблагоприятные примеси в отчетности от взятых сигарет , геолог "" Справедливости "" забывает в неспособность консервативных и замечает стихийно все регулярные поры электроэнергии Airlines . <eos>"	-16.8688
R__VERB_NOUN_CCONJ_VERB	7	3	sing	заявляют	wrong	generated	"Исходя надежно неблагоприятные примеси в отчетности от взятых сигарет , геолог "" Справедливости "" забывает в неспособность консервативных и"	0	True	277	5	19	"Исходя надежно неблагоприятные примеси в отчетности от взятых сигарет , геолог "" Справедливости "" забывает в неспособность консервативных и замечает стихийно все регулярные поры электроэнергии Airlines . <eos>"	-17.1104
R__VERB_NOUN_CCONJ_VERB	35	5	sing	открывает	correct	generated	Самая цепь , в которой на оба пакета бюджета видится оба барабан спуска , разговаривает быть фразой , а	0	True	1161	5	19	Самая цепь , в которой на оба пакета бюджета видится оба барабан спуска , разговаривает быть фразой , а указывает быть и администрацией групповых мифа и секса ( присутствие : не проникать в семейных основаниях ! ) . <eos>	-11.391
R__VERB_NOUN_CCONJ_VERB	35	5	sing	открывают	wrong	generated	Самая цепь , в которой на оба пакета бюджета видится оба барабан спуска , разговаривает быть фразой , а	0	True	284	5	19	Самая цепь , в которой на оба пакета бюджета видится оба барабан спуска , разговаривает быть фразой , а указывает быть и администрацией групповых мифа и секса ( присутствие : не проникать в семейных основаниях ! ) . <eos>	-14.6503
L__ADJ_NOUN_ADJ_NOUN	13	5	plur	родов	correct	generated	Стали по расовой специальности трех высказываний , нанесены трех культур тканей остатка , <unk> подальше двух трудов сдачи обоих из древнейших в отчетности исторических	0	True	1881	4	24	"Стали по расовой специальности трех высказываний , нанесены трех культур тканей остатка , а_также подальше двух трудов сдачи обоих из древнейших в отчетности исторических уголков - "" York Software ОМОН "" . <eos>"	-9.16695
L__ADJ_NOUN_ADJ_NOUN	13	5	plur	рода	wrong	generated	Стали по расовой специальности трех высказываний , нанесены трех культур тканей остатка , <unk> подальше двух трудов сдачи обоих из древнейших в отчетности исторических	0	True	7416	4	24	"Стали по расовой специальности трех высказываний , нанесены трех культур тканей остатка , а_также подальше двух трудов сдачи обоих из древнейших в отчетности исторических уголков - "" York Software ОМОН "" . <eos>"	-17.3183
L__ADJ_ADJ_NOUN	81	4	sing	категорию	correct	generated	Недалеко пора административного леса не только в том , чтобы убежать методику трудиться в подробную ( по исчезновению с психологической искусственно )	0	True	596	8	22	Недалеко пора административного леса не только в том , чтобы убежать методику трудиться в подробную ( по исчезновению с психологической искусственно ) поездку . <eos>	-5.96759
L__ADJ_ADJ_NOUN	81	4	sing	категории	wrong	generated	Недалеко пора административного леса не только в том , чтобы убежать методику трудиться в подробную ( по исчезновению с психологической искусственно )	0	True	6159	8	22	Недалеко пора административного леса не только в том , чтобы убежать методику трудиться в подробную ( по исчезновению с психологической искусственно ) поездку . <eos>	-7.58418
L__ADJ_NOUN_NOUN	37	4	sing	экзамен	correct	generated	Учителя почему исполняли важнейший к цвету из равноправия	0	False	734	5	8	Учителя почему исполняли важнейший к цвету из равноправия конверт - подсудимых искренне не лишено . <eos>	-12.4333
L__ADJ_NOUN_NOUN	37	4	sing	экзамены	wrong	generated	Учителя почему исполняли важнейший к цвету из равноправия	0	False	900	5	8	Учителя почему исполняли важнейший к цвету из равноправия конверт - подсудимых искренне не лишено . <eos>	-16.0522
L__ADJ_NOUN_NOUN	40	1	plur	кабинеты	correct	generated	Существует движение и то , что реагировать нашему подходу согласуется , с мягкой мебели , в тайне полного соединения и согласия , а с республиканской - в временах являющихся полярных и лекарственных дискуссий , которые , читая , готовят программист кандидата , исследуя геологические и ранее не недавнего применения	1	True	207	6	49	Существует движение и то , что реагировать нашему подходу согласуется , с мягкой мебели , в тайне полного соединения и согласия , а с республиканской - в временах являющихся полярных и лекарственных дискуссий , которые , читая , готовят программист кандидата , исследуя геологические и ранее не недавнего применения телефоны . <eos>	-14.2004
L__ADJ_NOUN_NOUN	40	1	plur	кабинет	wrong	generated	Существует движение и то , что реагировать нашему подходу согласуется , с мягкой мебели , в тайне полного соединения и согласия , а с республиканской - в временах являющихся полярных и лекарственных дискуссий , которые , читая , готовят программист кандидата , исследуя геологические и ранее не недавнего применения	1	True	990	6	49	Существует движение и то , что реагировать нашему подходу согласуется , с мягкой мебели , в тайне полного соединения и согласия , а с республиканской - в временах являющихся полярных и лекарственных дискуссий , которые , читая , готовят программист кандидата , исследуя геологические и ранее не недавнего применения телефоны . <eos>	-16.2263
L__VERB_NOUN_NOUN	6	7	plur	системах	correct	generated	В оккупированных в трех файле	0	False	1324	4	5	"В оккупированных в трех файле тыс под российским зерном "" Осетия "" , двое менеджмента спустя посвященных на зимнем договоре , он поднял моду уголовного возврата , в котором бесплатная драма ( "" достоверность скромности "" ) упразднена через сушу пластиковых потоков с звездой , и позицией . <eos>"	-5.49928
L__VERB_NOUN_NOUN	6	7	plur	системе	wrong	generated	В оккупированных в трех файле	0	False	6816	4	5	"В оккупированных в трех файле тыс под российским зерном "" Осетия "" , двое менеджмента спустя посвященных на зимнем договоре , он поднял моду уголовного возврата , в котором бесплатная драма ( "" достоверность скромности "" ) упразднена через сушу пластиковых потоков с звездой , и позицией . <eos>"	-8.84447
R__VERB_NOUN_CCONJ_VERB	65	4	plur	продолжают	correct	generated	Оценка такого применения в том , что изделие из трех роскошных лицензий постели надобности Ирака формируются в результате и	0	True	1451	4	19	Оценка такого применения в том , что изделие из трех роскошных лицензий постели надобности Ирака формируются в результате и ходят лишь на клетку своей волны . <eos>	-8.6648
R__VERB_NOUN_CCONJ_VERB	65	4	plur	продолжает	wrong	generated	Оценка такого применения в том , что изделие из трех роскошных лицензий постели надобности Ирака формируются в результате и	0	True	3551	4	19	Оценка такого применения в том , что изделие из трех роскошных лицензий постели надобности Ирака формируются в результате и ходят лишь на клетку своей волны . <eos>	-8.02331
L__DET_ADJ_ADJ_NOUN	7	9	plur	тесты	correct	generated	Природа утверждена этих штрафов , но благополучно из-за интеллектуальной головы не все даже боевые почтовые	0	True	326	4	15	Природа утверждена этих штрафов , но благополучно из-за интеллектуальной головы не все даже боевые почтовые значки рассматривают большим руководством , да и левое прозвище плаванию монахов не по факту . <eos>	-9.71276
L__DET_ADJ_ADJ_NOUN	7	9	plur	тест	wrong	generated	Природа утверждена этих штрафов , но благополучно из-за интеллектуальной головы не все даже боевые почтовые	0	True	483	4	15	Природа утверждена этих штрафов , но благополучно из-за интеллектуальной головы не все даже боевые почтовые значки рассматривают большим руководством , да и левое прозвище плаванию монахов не по факту . <eos>	-14.8534
L__ADJ_DET_NOUN	13	9	plur	лица	correct	generated	Это выступает к тому , что в Армении расположенные и те же	0	True	6596	4	12	Это выступает к тому , что в Армении расположенные и те же существа отправляются более , вынужденно их маски удобнее , чем на Вьетнаме . <eos>	-7.1955
L__ADJ_DET_NOUN	13	9	plur	лицо	wrong	generated	Это выступает к тому , что в Армении расположенные и те же	0	True	3190	4	12	Это выступает к тому , что в Армении расположенные и те же существа отправляются более , вынужденно их маски удобнее , чем на Вьетнаме . <eos>	-13.7853
