pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch128_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch64_dropout0.2_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.4_lr10.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr5.0
R__VERB_NOUN_CCONJ_VERB	16	0	sing	требует	correct	original	Программа реформирования российской науки , столь энергично <unk> в нашем обществе , хотя и предполагает увеличение финансирования , но	0	True	3397	5	19	Программа реформирования российской науки , столь энергично обсуждаемая в нашем обществе , хотя и предполагает увеличение финансирования , но требует реальной отдачи , по сути , коммерциализации научных открытий . <eos>	-8.00772	-7.12939	-7.11192	-6.16537	-7.05538	-7.22071	-7.7162	-7.43709	-7.44043	-6.66624	-7.04742	-6.95199	-7.7783	-7.22125	-6.4047	-7.18875	-7.06165	-7.84487	-6.47002	-6.80338	-6.43669	-6.6191	-7.03027	-6.78565	-6.92941	-6.85958	-5.70442	-7.08982	-7.22973	-5.83397	-6.60856	-6.32492	-7.03129	-7.00312	-6.89572	-6.82206	-6.519	-5.1789	-6.07611	-5.35603	-5.69222	-4.78972	-4.92097	-6.1079	-6.32078	-7.05684	-6.22911	-5.91517	-5.89327	-6.61387	-6.97065	-6.0476	-4.73942	-5.98747	-5.80008	-5.24607	-5.40914	-6.1466	-5.75795	-4.8127	-6.41217	-5.45435	-5.63476	-6.89504	-5.75808	-6.0661	-5.82933	-6.28955
R__VERB_NOUN_CCONJ_VERB	16	0	sing	требуют	wrong	original	Программа реформирования российской науки , столь энергично <unk> в нашем обществе , хотя и предполагает увеличение финансирования , но	0	True	1204	5	19	Программа реформирования российской науки , столь энергично обсуждаемая в нашем обществе , хотя и предполагает увеличение финансирования , но требует реальной отдачи , по сути , коммерциализации научных открытий . <eos>	-8.94034	-9.42777	-9.92585	-8.61845	-9.23756	-9.30437	-9.94138	-10.077	-9.64374	-10.245	-10.0564	-8.84443	-9.74397	-9.7249	-9.45115	-8.99997	-9.24057	-11.0508	-7.98255	-9.46036	-9.2913	-9.2584	-9.64326	-9.44743	-9.47087	-9.47697	-9.63976	-8.97323	-9.28494	-9.51923	-8.96268	-9.5352	-9.38271	-9.19485	-8.87349	-9.10616	-9.3512	-10.2999	-10.0385	-9.00911	-9.43623	-9.83648	-8.58449	-9.20922	-9.22839	-9.49026	-8.76777	-9.02915	-9.64603	-9.18834	-9.9545	-8.92865	-7.97354	-9.73022	-11.7408	-9.04143	-9.4425	-9.79619	-8.72585	-9.63316	-8.79145	-9.43064	-8.10003	-8.76173	-9.16141	-8.97323	-9.55548	-9.78034
L__ADJ_PUNCT_ADJ_NOUN	55	6	plur	отношений	correct	generated	"Это камни полезно программных , "" допустимо аналогичных """	0	True	5899	6	9	"Это камни полезно программных , "" допустимо аналогичных "" посольств . <eos>"	-11.8808	-7.77149	-12.2841	-10.1582	-9.56292	-8.70717	-12.1232	-12.3571	-7.98639	-8.18627	-9.10308	-9.71622	-8.68935	-9.80403	-8.51382	-8.73903	-7.49043	-12.5001	-10.8529	-9.20964	-10.1485	-12.927	-7.34267	-8.96775	-9.00241	-12.6484	-10.5266	-8.25238	-8.46719	-11.3123	-9.09708	-6.5312	-8.48996	-8.39858	-9.35631	-10.415	-11.3438	-10.4744	-9.69441	-10.4828	-9.36573	-10.6496	-9.50784	-10.4781	-10.7579	-9.91736	-10.2667	-10.5113	-8.77532	-9.7378	-8.08421	-9.30896	-11.1802	-10.3531	-5.03524	-11.019	-8.58245	-11.2052	-7.66177	-9.86852	-10.3867	-8.86195	-9.03421	-11.0639	-10.2747	-10.4923	-8.8596	-8.95717
L__ADJ_PUNCT_ADJ_NOUN	55	6	plur	отношения	wrong	generated	"Это камни полезно программных , "" допустимо аналогичных """	0	True	10429	6	9	"Это камни полезно программных , "" допустимо аналогичных "" посольств . <eos>"	-15.7723	-10.5865	-12.0665	-14.2773	-10.7037	-10.5224	-12.2391	-11.2411	-14.2018	-10.27	-11.6465	-10.4536	-11.7314	-12.0272	-10.9077	-15.1198	-11.1686	-12.0981	-11.4771	-10.8286	-12.2039	-14.4361	-11.1781	-10.3803	-10.942	-12.5011	-13.2165	-10.1158	-11.4642	-11.7277	-10.696	-10.4067	-11.07	-10.5158	-12.2338	-12.2357	-11.6222	-9.96319	-11.1571	-12.3134	-10.865	-11.9198	-11.9107	-11.2525	-14.4783	-11.8647	-14.2071	-12.7624	-12.6212	-11.5411	-11.0413	-11.4614	-14.8691	-11.6999	-9.68206	-11.6132	-10.7565	-11.9842	-11.4449	-12.5957	-12.3514	-11.1203	-12.4923	-11.5697	-13.178	-11.5127	-12.2737	-12.4223
L__ADJ_ADJ_NOUN	24	4	plur	болей	correct	generated	""" На человеческий кофе мы всячески получаем на участках погодных расположенных и шахматных"	0	True	112	4	13	""" На человеческий кофе мы всячески получаем на участках погодных расположенных и шахматных губ , которые , как и замуж , слышат в искусстве светового этажа , но с применением актуальных монографий Бразилии "" . <eos>"	-12.893	-9.78726	-13.4062	-18.7594	-14.7714	-10.2292	-11.4743	-10.6621	-15.2862	-14.9411	-13.7523	-10.3463	-13.2046	-11.0496	-11.3638	-8.5419	-13.7751	-11.551	-12.8395	-15.2971	-12.3621	-12.2831	-9.87115	-12.6816	-11.6653	-13.2421	-10.3472	-10.7976	-12.3598	-10.6724	-10.2905	-14.8781	-10.0828	-12.5222	-13.4709	-11.4703	-13.3668	-10.6635	-15.0822	-14.83	-15.3528	-12.1179	-13.706	-11.6791	-15.1091	-10.6837	-16.924	-13.0969	-14.4411	-10.7009	-10.0155	-10.677	-14.2502	-12.2374	-12.6463	-14.047	-11.4035	-13.1415	-8.81593	-13.1419	-16.0227	-11.3773	-16.7751	-11.2699	-12.3448	-9.87115	-13.7375	-11.0127
L__ADJ_ADJ_NOUN	24	4	plur	боли	wrong	generated	""" На человеческий кофе мы всячески получаем на участках погодных расположенных и шахматных"	0	True	911	4	13	""" На человеческий кофе мы всячески получаем на участках погодных расположенных и шахматных губ , которые , как и замуж , слышат в искусстве светового этажа , но с применением актуальных монографий Бразилии "" . <eos>"	-14.4711	-12.0659	-16.9614	-20.4705	-17.3608	-13.2111	-17.0163	-13.3848	-17.3596	-12.8013	-16.5925	-12.3369	-14.7929	-13.439	-14.3444	-12.3574	-12.5341	-16.4637	-13.7725	-14.0857	-13.2972	-13.1842	-12.4145	-11.7539	-14.4429	-12.3397	-11.4803	-14.5614	-12.8301	-14.0364	-12.466	-16.0266	-14.1692	-15.4579	-15.1424	-15.1613	-15.8267	-14.943	-16.8413	-17.2131	-16.0024	-13.59	-19.6444	-14.4442	-17.1079	-13.4618	-18.1548	-14.582	-16.7998	-14.0656	-13.9431	-11.4601	-20.0731	-14.8069	-14.4651	-18.4613	-16.2936	-15.284	-14.7101	-16.892	-19.2977	-15.316	-20.66	-14.2426	-16.9131	-12.162	-15.9776	-11.9557
L__ADJ_PUNCT_ADJ_NOUN	36	6	sing	слух	correct	generated	Но мы высоки вырабатывать себе последний разрыв в том , что происхождение Петром узкого салона над всем и вся - это российский , но смертельно футбольный в нашей профессиональной молодости	0	True	605	9	30	Но мы высоки вырабатывать себе последний разрыв в том , что происхождение Петром узкого салона над всем и вся - это российский , но смертельно футбольный в нашей профессиональной молодости профсоюз вложений . <eos>	-14.0299	-11.8238	-16.5957	-12.8753	-12.6252	-10.5089	-15.3229	-12.9388	-11.4843	-14.4115	-12.3682	-11.7361	-10.4398	-11.3544	-9.53168	-17.1791	-10.6936	-10.9522	-13.664	-11.4355	-12.775	-15.9842	-13.8268	-11.7621	-11.8932	-11.0502	-12.4798	-10.2912	-13.9545	-9.68515	-13.1743	-11.4441	-10.3071	-14.1337	-14.0771	-11.5075	-12.3502	-10.103	-12.3065	-10.9658	-13.049	-10.9218	-10.4892	-11.9673	-14.8008	-10.6467	-10.6875	-11.9712	-14.1032	-10.6102	-13.7419	-10.5722	-10.3381	-10.8488	-11.8786	-12.1917	-9.16195	-9.4955	-17.6482	-9.6436	-15.3706	-13.0481	-13.7598	-15.1513	-14.017	-10.671	-13.8826	-11.7747
L__ADJ_PUNCT_ADJ_NOUN	36	6	sing	слухи	wrong	generated	Но мы высоки вырабатывать себе последний разрыв в том , что происхождение Петром узкого салона над всем и вся - это российский , но смертельно футбольный в нашей профессиональной молодости	0	True	1424	9	30	Но мы высоки вырабатывать себе последний разрыв в том , что происхождение Петром узкого салона над всем и вся - это российский , но смертельно футбольный в нашей профессиональной молодости профсоюз вложений . <eos>	-13.9888	-14.6643	-16.4563	-12.9566	-14.9957	-13.398	-15.742	-14.1042	-12.5134	-13.2581	-13.4143	-15.8211	-12.2798	-11.9361	-14.4215	-15.6304	-13.3763	-13.1708	-13.5919	-11.9074	-11.9245	-18.0814	-17.9688	-13.2517	-14.7599	-12.182	-13.3214	-14.191	-12.2589	-12.5704	-14.5325	-13.2049	-13.1589	-12.9457	-14.5392	-14.7302	-13.5529	-14.7113	-13.3997	-13.9311	-11.2695	-11.5936	-11.3666	-14.3473	-15.7675	-13.6281	-14.7986	-11.5053	-15.0694	-12.242	-13.9678	-12.5849	-12.015	-13.4023	-14.6369	-13.6459	-15.0548	-11.0616	-13.8238	-12.1933	-15.8888	-12.7251	-12.6379	-13.2793	-13.5458	-13.082	-14.6352	-11.8867
L__ADJ_PUNCT_ADJ_NOUN	54	6	sing	фронта	correct	generated	Подобный кусочек незаконного заседания - опасности вокруг общения экспертного западного , сталинского и реального	0	True	6306	5	14	Подобный кусочек незаконного заседания - опасности вокруг общения экспертного западного , сталинского и реального цветка под Советом . <eos>	-17.283	-10.6846	-14.3523	-13.4996	-10.564	-13.7063	-13.0561	-15.4643	-4.4989	-15.6447	-10.0487	-11.0028	-13.725	-12.6708	-13.5888	-8.23813	-11.3788	-13.0294	-9.25553	-11.1997	-10.8836	-14.6553	-9.17293	-9.4344	-14.3679	-12.9365	-10.3035	-13.8569	-11.7156	-15.313	-12.5011	-8.5743	-12.4168	-13.2332	-8.49057	-11.644	-10.4719	-13.1916	-7.32215	-9.47084	-10.944	-12.2997	-6.37212	-11.9097	-12.395	-9.62859	-9.24872	-10.1142	-10.8516	-10.2442	-9.48499	-9.33188	-11.6058	-8.50444	-13.6992	-13.2737	-11.0463	-10.8994	-11.8553	-11.7599	-11.3781	-10.0115	-10.3032	-10.2322	-9.49572	-10.177	-9.60881	-10.2465
L__ADJ_PUNCT_ADJ_NOUN	54	6	sing	фронтов	wrong	generated	Подобный кусочек незаконного заседания - опасности вокруг общения экспертного западного , сталинского и реального	0	True	557	5	14	Подобный кусочек незаконного заседания - опасности вокруг общения экспертного западного , сталинского и реального цветка под Советом . <eos>	-17.2122	-11.5816	-12.4663	-15.3111	-10.0865	-13.3888	-11.3849	-12.2033	-4.31336	-12.4978	-6.65713	-9.60875	-10.4636	-11.5142	-11.3396	-11.9675	-9.42628	-12.628	-9.00744	-11.0322	-13.9007	-12.8342	-11.0083	-8.5413	-11.6567	-10.5849	-9.15788	-13.9015	-8.92379	-13.0961	-11.306	-11.0446	-12.2422	-11.8172	-8.15523	-9.60047	-10.5486	-13.8789	-12.664	-11.3573	-11.7526	-10.8629	-10.7786	-11.0757	-10.0307	-9.63461	-12.3734	-9.72803	-9.41218	-8.24578	-9.30833	-9.0299	-11.9896	-13.161	-13.2623	-14.9522	-9.52084	-11.2067	-14.0332	-10.1533	-11.7257	-11.2136	-12.0859	-8.8549	-9.46777	-8.49942	-10.4842	-8.55126
L__ADJ_PUNCT_VERB_NOUN	0	3	sing	сотню	correct	generated	Японцы наверх сажают обсуждать в РФ верхнюю , промышленным Джеймсом связанную	1	True	310	5	11	Японцы наверх сажают обсуждать в РФ верхнюю , промышленным Джеймсом связанную осторожность , характер единственно зимнего оздоровления , собирая за маленькими ее носителями первые десятки . <eos>	-17.4138	-13.8524	-14.3134	-14.0195	-11.8264	-15.6898	-9.22125	-16.0165	-14.027	-14.8874	-12.3259	-15.9047	-13.2653	-15.7358	-14.642	-11.9975	-10.8635	-13.1117	-11.8102	-14.0483	-13.5237	-13.1989	-14.4216	-16.8609	-11.4185	-14.3957	-12.7147	-13.1874	-9.81161	-15.7231	-11.9211	-13.9781	-14.2153	-13.3633	-15.2904	-15.0253	-14.4283	-14.3294	-16.1137	-14.2353	-12.2839	-13.7139	-12.248	-13.3505	-9.2563	-14.0507	-12.9493	-11.94	-15.5411	-13.9436	-12.132	-13.3362	-12.8542	-13.4035	-10.8659	-13.6567	-13.6561	-12.7299	-11.2913	-13.23	-9.79652	-13.0761	-12.7671	-13.6704	-11.0262	-15.1108	-10.1295	-13.1498
L__ADJ_PUNCT_VERB_NOUN	0	3	sing	сотни	wrong	generated	Японцы наверх сажают обсуждать в РФ верхнюю , промышленным Джеймсом связанную	1	True	2596	5	11	Японцы наверх сажают обсуждать в РФ верхнюю , промышленным Джеймсом связанную осторожность , характер единственно зимнего оздоровления , собирая за маленькими ее носителями первые десятки . <eos>	-14.7738	-12.7362	-12.9637	-14.0212	-14.4335	-15.1034	-14.6015	-15.0665	-9.26112	-12.7933	-13.0276	-13.7048	-13.4257	-15.645	-14.2751	-13.0233	-12.238	-14.6111	-10.6962	-13.5027	-14.6384	-13.451	-14.2834	-12.457	-13.353	-15.3829	-14.0526	-14.3303	-10.8965	-16.2926	-14.2736	-15.8265	-11.8261	-13.6856	-15.7188	-15.2968	-14.1453	-13.6733	-14.6096	-12.8314	-12.832	-13.6576	-12.1371	-12.1157	-12.971	-11.6401	-15.2654	-16.1873	-15.3457	-12.7727	-13.451	-13.6193	-12.6605	-13.4077	-13.4909	-12.2002	-12.2978	-13.5969	-13.0224	-18.5718	-13.4014	-13.3732	-13.1678	-13.8401	-13.3941	-12.9379	-14.1622	-14.2246
R__VERB_NOUN_CCONJ_VERB	44	3	sing	контролирует	correct	generated	Рука погибла быть машиной и	0	False	450	4	5	Рука погибла быть машиной и разрешает хоронить , жестко , как военная формулировка . <eos>	-9.85338	-9.91841	-10.7214	-9.24252	-11.2734	-9.6402	-13.1765	-8.68888	-12.6278	-10.0805	-10.2287	-9.90453	-9.28008	-10.1341	-11.2357	-11.746	-9.71795	-10.2851	-10.3561	-10.9288	-10.7473	-10.2427	-9.55892	-12.1997	-9.81113	-11.887	-11.3073	-10.3823	-10.3307	-9.34493	-9.06199	-10.0281	-9.96389	-10.1435	-10.7645	-11.3708	-12.6085	-11.047	-10.6312	-11.2111	-9.49892	-10.9954	-13.1669	-10.892	-11.2284	-10.3815	-11.4682	-10.0202	-10.688	-10.4984	-11.9967	-9.71584	-9.26012	-12.2475	-11.0683	-12.6859	-11.9575	-10.9601	-12.2292	-11.7566	-11.9855	-11.5967	-11.7878	-11.6489	-11.8738	-10.3705	-11.6668	-10.7156
R__VERB_NOUN_CCONJ_VERB	44	3	sing	контролируют	wrong	generated	Рука погибла быть машиной и	0	False	167	4	5	Рука погибла быть машиной и разрешает хоронить , жестко , как военная формулировка . <eos>	-11.391	-11.9814	-12.968	-11.7484	-12.2354	-11.7245	-12.459	-11.5824	-15.0881	-13.1103	-13.3444	-11.5523	-12.1268	-12.9222	-12.6862	-13.2898	-10.9827	-11.6022	-11.7758	-12.9788	-13.1488	-13.3611	-11.8638	-13.3317	-12.7303	-12.8202	-12.9891	-12.6476	-13.5809	-13.0235	-12.099	-14.4699	-12.1675	-11.7769	-12.3363	-13.0282	-12.9573	-11.7909	-11.8919	-13.0036	-13.1437	-11.4414	-14.0721	-13.4055	-13.0598	-11.6849	-14.0391	-12.9017	-14.0971	-11.6408	-13.7061	-12.9157	-13.036	-13.0391	-13.6081	-14.1059	-14.7258	-11.9533	-14.2324	-13.4553	-15.3077	-11.9932	-15.0307	-13.8847	-14.4986	-11.8251	-13.826	-13.782
R__VERB_NOUN_CCONJ_VERB	22	4	sing	достигает	correct	generated	По преданию с боевыми приборами , <unk> снижает двух изгнания ( в замке его жизненно не заживо ) и	0	True	3021	12	19	По преданию с боевыми приборами , ButtKicker снижает двух изгнания ( в замке его жизненно не заживо ) и раскрывает практически двух заимствований общим специалистам издали . <eos>	-10.1626	-9.59627	-10.8987	-10.8574	-10.5854	-9.87033	-8.97847	-9.58336	-9.59702	-8.88698	-9.49828	-8.41681	-8.64393	-9.13002	-10.6354	-8.37283	-9.47499	-9.40942	-8.80384	-8.67303	-10.0477	-10.8776	-8.13184	-10.2929	-8.93908	-12.2666	-9.1089	-10.1711	-8.5099	-8.23302	-8.89221	-9.64056	-8.87421	-8.59975	-8.27199	-9.30184	-8.06385	-8.37394	-7.20789	-13.363	-11.3056	-8.38131	-9.69749	-9.38369	-9.83978	-8.59315	-9.59382	-7.72378	-7.94175	-8.90413	-9.56137	-8.18204	-9.31808	-9.26506	-9.85289	-10.8275	-8.62997	-10.1222	-7.73732	-7.74059	-9.61311	-10.5375	-6.83859	-9.22772	-8.9348	-8.4957	-8.28416	-7.57498
R__VERB_NOUN_CCONJ_VERB	22	4	sing	достигают	wrong	generated	По преданию с боевыми приборами , <unk> снижает двух изгнания ( в замке его жизненно не заживо ) и	0	True	1216	12	19	По преданию с боевыми приборами , ButtKicker снижает двух изгнания ( в замке его жизненно не заживо ) и раскрывает практически двух заимствований общим специалистам издали . <eos>	-10.312	-10.9755	-13.6741	-12.6034	-12.1569	-10.8335	-12.2084	-11.0426	-12.9543	-11.5893	-13.3433	-10.1745	-10.459	-10.9954	-10.8552	-11.0236	-10.4408	-10.1199	-11.3138	-10.8407	-12.2405	-13.5243	-13.2667	-11.6633	-11.2322	-14.6865	-12.1911	-12.1769	-13.2707	-10.9654	-11.4843	-12.1033	-9.92994	-10.8914	-10.5449	-11.0794	-12.4905	-10.8769	-10.6351	-14.6208	-13.6374	-10.8664	-13.7152	-12.078	-12.5104	-10.4874	-11.3343	-9.93041	-10.1223	-10.5456	-10.8061	-11.6819	-11.9899	-12.1556	-14.8522	-13.8045	-11.1347	-11.6203	-10.2655	-11.0132	-13.123	-11.4329	-12.2191	-11.1019	-11.7444	-10.6802	-10.7361	-10.6033
L__DET_ADJ_NOUN	2	9	sing	орбиту	correct	generated	Меня использовали при саммите внедрить , принимают ли они какую-либо символическую , а в первую принадлежность - одинаковую	0	True	632	9	18	Меня использовали при саммите внедрить , принимают ли они какую-либо символическую , а в первую принадлежность - одинаковую цель . <eos>	-11.7885	-8.72795	-13.1695	-10.5238	-11.2576	-9.6207	-13.1351	-15.2659	-10.1473	-9.68841	-9.20398	-9.16607	-7.63823	-10.5211	-10.3568	-11.5879	-9.64746	-12.7853	-9.4559	-9.66162	-9.57099	-11.1624	-11.5637	-11.2558	-11.8459	-15.1671	-11.4319	-12.1406	-11.7794	-9.47526	-8.5274	-10.5868	-9.7154	-10.7971	-9.76913	-10.2301	-9.8024	-11.5314	-10.8673	-15.4955	-9.38096	-13.7163	-10.8247	-12.9411	-10.37	-12.0422	-9.38398	-10.0122	-11.1083	-11.1794	-9.48711	-9.99601	-12.7288	-10.2936	-12.8698	-10.4127	-10.2008	-11.5037	-7.70254	-10.0415	-12.1042	-10.9867	-7.74468	-10.5539	-10.6202	-10.6405	-10.4623	-12.0338
L__DET_ADJ_NOUN	2	9	sing	орбиты	wrong	generated	Меня использовали при саммите внедрить , принимают ли они какую-либо символическую , а в первую принадлежность - одинаковую	0	True	836	9	18	Меня использовали при саммите внедрить , принимают ли они какую-либо символическую , а в первую принадлежность - одинаковую цель . <eos>	-16.074	-15.6395	-17.7949	-15.9798	-16.0523	-14.1279	-16.0769	-18.9815	-17.2727	-12.2627	-14.5368	-13.5357	-13.8617	-15.016	-15.2855	-17.1208	-15.3699	-17.3487	-13.077	-13.1629	-14.3346	-17.916	-18.1384	-14.2301	-14.7337	-22.0409	-16.0518	-16.5464	-18.5596	-13.441	-14.5657	-14.3706	-14.7803	-14.3609	-14.4929	-15.6306	-13.6494	-16.2243	-16.0459	-15.9308	-16.8802	-18.6417	-14.068	-19.9254	-15.4607	-16.7571	-14.2356	-15.3973	-16.0148	-15.9577	-12.7796	-15.428	-17.0699	-17.6669	-15.4995	-12.1289	-13.2212	-17.8091	-15.6013	-13.8443	-15.4005	-16.5913	-13.8581	-17.4903	-14.6624	-16.4252	-16.4458	-16.327
L__ADJ_ADJ_NOUN	31	8	sing	операцию	correct	generated	Мне ссылается , что подробнее увеличивать эту активную и , вперед , химическую	0	True	1503	6	13	Мне ссылается , что подробнее увеличивать эту активную и , вперед , химическую стратегию таково . <eos>	-9.75554	-8.89262	-10.9686	-9.81748	-7.37904	-8.5455	-8.788	-8.62508	-7.35825	-9.0214	-8.01586	-7.65316	-7.41603	-9.29363	-7.94054	-9.95259	-8.77737	-8.31445	-9.06476	-7.65713	-6.64766	-13.233	-9.83058	-8.75907	-10.2335	-8.34418	-7.75846	-6.35777	-9.06997	-8.39146	-10.586	-7.81332	-8.0381	-7.69672	-7.95757	-7.08483	-6.88529	-10.2056	-10.7737	-8.70026	-9.86427	-9.45545	-7.03499	-8.82926	-7.93274	-8.43202	-8.71596	-8.22063	-7.91864	-7.92207	-8.97611	-7.11853	-7.62642	-10.2686	-9.0826	-7.94204	-10.0296	-8.86302	-6.99262	-8.48394	-6.41841	-8.55456	-8.67373	-8.18647	-9.03313	-7.42071	-6.23827	-6.63589
L__ADJ_ADJ_NOUN	31	8	sing	операции	wrong	generated	Мне ссылается , что подробнее увеличивать эту активную и , вперед , химическую	0	True	8327	6	13	Мне ссылается , что подробнее увеличивать эту активную и , вперед , химическую стратегию таково . <eos>	-13.6329	-9.84035	-12.8951	-13.8997	-13.2749	-11.8425	-14.481	-11.5721	-12.4361	-10.0412	-12.387	-11.3975	-12.4048	-12.7843	-11.6691	-14.3402	-12.7099	-10.7305	-12.8696	-11.6048	-11.3992	-13.1443	-12.6377	-10.301	-13.6589	-12.8511	-12.4015	-9.15108	-11.9894	-11.5165	-11.143	-11.1329	-9.91528	-12.9558	-12.5918	-12.3299	-10.5049	-12.4028	-12.7545	-9.96629	-13.4739	-13.3273	-9.16512	-12.5932	-12.8733	-12.5484	-11.4593	-15.5185	-12.5572	-10.9307	-12.1923	-10.7589	-11.532	-13.4561	-12.0803	-12.74	-8.35278	-10.5098	-12.5484	-9.31854	-11.3878	-13.103	-11.746	-9.79388	-11.2745	-12.1328	-11.7402	-11.4183
L__ADJ_ADJ_NOUN	50	8	plur	группам	correct	generated	Официально , братья психологических мер : КПРФ , Госдумы , Швеции , Германии , Лиги , ГЭС и Голландии , содержащие к плохим живым и белым	0	True	539	4	26	Официально , братья психологических мер : КПРФ , Госдумы , Швеции , Германии , Лиги , ГЭС и Голландии , содержащие к плохим живым и белым стенам , работающие в человеческих подобных событиях , сажают двух торможения , чем деревьев . <eos>	-7.4985	-4.45803	-9.06548	-8.17281	-5.58157	-6.08742	-7.52126	-4.98276	-8.86251	-6.35486	-5.20678	-5.00396	-8.61336	-4.05183	-6.00276	-4.10554	-5.21478	-5.94544	-6.73689	-6.53047	-4.98876	-4.35267	-8.37908	-7.09552	-3.9373	-6.88482	-7.58767	-6.42534	-6.50086	-4.26934	-7.07446	-5.1358	-3.54821	-6.91211	-6.63551	-4.31042	-7.99178	-3.28929	-5.6765	-8.28248	-6.85576	-7.98149	-3.5801	-2.4006	-4.69596	-6.11734	-7.93784	-5.29551	-6.66437	-4.97256	-5.5499	-4.28531	-4.35269	-5.06541	-6.04021	-6.0232	-4.96322	-4.65916	-7.28189	-5.88507	-6.47645	-6.5175	-7.33649	-5.98071	-6.85859	-6.39725	-5.70298	-6.91257
L__ADJ_ADJ_NOUN	50	8	plur	группе	wrong	generated	Официально , братья психологических мер : КПРФ , Госдумы , Швеции , Германии , Лиги , ГЭС и Голландии , содержащие к плохим живым и белым	0	True	6927	4	26	Официально , братья психологических мер : КПРФ , Госдумы , Швеции , Германии , Лиги , ГЭС и Голландии , содержащие к плохим живым и белым стенам , работающие в человеческих подобных событиях , сажают двух торможения , чем деревьев . <eos>	-16.5038	-8.8438	-10.4263	-12.3914	-10.233	-12.212	-16.9911	-15.5139	-12.3536	-11.1513	-10.624	-11.1808	-11.7	-10.2269	-11.2321	-10.0464	-12.2034	-12.447	-11.3211	-10.2827	-10.9695	-15.1262	-14.1022	-10.4472	-10.5987	-17.2685	-12.6489	-14.1112	-11.6702	-10.7904	-12.2601	-11.9781	-10.672	-11.0727	-13.0767	-11.5266	-16.3118	-10.877	-15.5718	-12.9466	-16.5317	-15.4762	-16.5825	-13.7601	-10.7938	-14.8853	-14.122	-13.2825	-12.707	-10.8045	-11.8121	-13.3278	-17.7144	-12.7037	-10.8946	-13.9143	-15.199	-11.4416	-15.3384	-15.2057	-15.2867	-14.8675	-15.9265	-15.0443	-13.0925	-13.3573	-13.6052	-13.6506
