pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0	srnn_hidden650_batch64_dropout0.2_lr1.0
L__DET_VERB_NOUN	2	5	plur	вещи	wrong	generated	Перед Конституцией не введено никаких забитых во сознании	0	False	2924	4	8	Перед Конституцией не введено никаких забитых во сознании инфекций , что приводило бы происходить помощь дна ею своей экологии ; у этой гранаты помогало расследование , но компании можно не осуществляют ее аппарат . <eos>	-10.0546	-11.7808	-11.4364	-9.54744	-12.4743	-12.3221	-11.8546	-10.0049	-11.2424	-10.1061	-11.3369	-12.4326	-10.913	-13.385	-12.356	-12.8517	-11.0155	-11.8403	-11.7566	-12.8265	-11.2997	-11.1538	-10.8489	-12.3098
R__VERB_NOUN_CCONJ_VERB	46	6	plur	ожидают	correct	generated	Ведь горожане вокруг них в художественном многом относились в коммерческих трудовых вещах и	0	False	240	6	13	Ведь горожане вокруг них в художественном многом относились в коммерческих трудовых вещах и выдают навстречу не задействовать и не загружать их капитализм партнерства к ответственности . <eos>	-8.80547	-9.36634	-10.1906	-11.7848	-10.3195	-10.238	-15.0845	-10.3918	-11.0263	-8.97899	-10.6221	-10.2021	-10.346	-10.007	-10.8969	-10.0018	-10.2824	-9.9991	-10.0086	-12.558	-9.65493	-10.6642	-12.7426	-11.5537
R__VERB_NOUN_CCONJ_VERB	46	6	plur	ожидает	wrong	generated	Ведь горожане вокруг них в художественном многом относились в коммерческих трудовых вещах и	0	False	426	6	13	Ведь горожане вокруг них в художественном многом относились в коммерческих трудовых вещах и выдают навстречу не задействовать и не загружать их капитализм партнерства к ответственности . <eos>	-10.7808	-12.041	-13.5	-11.4489	-12.1852	-10.9111	-12.165	-11.4488	-12.341	-11.3622	-12.7965	-12.4278	-12.1892	-11.493	-11.4926	-11.8341	-12.2291	-13.2234	-12.7114	-11.604	-11.0483	-12.5261	-11.211	-12.9751
L__ADJ_NOUN_ADJ_NOUN	9	2	plur	мнения	correct	generated	Как готово , повторное такое спасение запланировано на реальном лице и высшей паре всех отвечающих в него замков - высказываний , литров , гг , автомобильных ребят , - направленных в ценные абстрактные пирамиды , по которым строят методика и молочные для их газеты опытные	0	True	2209	5	45	Как готово , повторное такое спасение запланировано на реальном лице и высшей паре всех отвечающих в него замков - высказываний , литров , гг , автомобильных ребят , - направленных в ценные абстрактные пирамиды , по которым строят методика и молочные для их газеты опытные злоупотребления . <eos>	-11.1883	-11.9083	-12.9508	-9.83689	-11.2929	-10.8579	-9.23617	-13.2621	-12.8079	-12.0949	-10.8964	-11.7139	-12.3116	-13.1977	-10.1841	-11.9854	-12.0809	-12.5346	-11.3018	-9.41913	-10.8234	-9.05977	-11.027	-12.3686
L__ADJ_NOUN_ADJ_NOUN	9	2	plur	мнение	wrong	generated	Как готово , повторное такое спасение запланировано на реальном лице и высшей паре всех отвечающих в него замков - высказываний , литров , гг , автомобильных ребят , - направленных в ценные абстрактные пирамиды , по которым строят методика и молочные для их газеты опытные	0	True	3898	5	45	Как готово , повторное такое спасение запланировано на реальном лице и высшей паре всех отвечающих в него замков - высказываний , литров , гг , автомобильных ребят , - направленных в ценные абстрактные пирамиды , по которым строят методика и молочные для их газеты опытные злоупотребления . <eos>	-15.5704	-12.8741	-16.3485	-9.7063	-15.2098	-15.4122	-10.9183	-13.6446	-15.8558	-16.2821	-15.3582	-14.5839	-14.673	-14.4965	-14.1719	-14.3516	-15.4708	-16.1587	-13.2151	-8.93612	-14.8654	-12.1094	-12.103	-15.6035
L__VERB_NOUN_NOUN	4	8	plur	планов	correct	generated	<unk> , как все менеджеры его православия , на главах Александровича Гордона , он подготовил обслуживать для заполнения хозяйств воздушные компенсации идущих ( двух - двух монастыря )	0	True	1308	7	28	Выросший , как все менеджеры его православия , на главах Александровича Гордона , он подготовил обслуживать для заполнения хозяйств воздушные компенсации идущих ( двух - двух монастыря ) уровней - сенаторы . <eos>	-14.5877	-13.8339	-18.4938	-13.3575	-15.7462	-13.6011	-13.6167	-17.3475	-16.3874	-16.1871	-15.1609	-14.3869	-12.7336	-19.3292	-14.0824	-14.5809	-11.2185	-17.403	-13.1148	-14.518	-14.4462	-15.307	-12.8158	-12.5909
L__VERB_NOUN_NOUN	4	8	plur	плана	wrong	generated	<unk> , как все менеджеры его православия , на главах Александровича Гордона , он подготовил обслуживать для заполнения хозяйств воздушные компенсации идущих ( двух - двух монастыря )	0	True	3335	7	28	Выросший , как все менеджеры его православия , на главах Александровича Гордона , он подготовил обслуживать для заполнения хозяйств воздушные компенсации идущих ( двух - двух монастыря ) уровней - сенаторы . <eos>	-13.2463	-13.9333	-14.7237	-12.5194	-15.0191	-12.661	-12.3884	-15.5428	-14.5187	-14.5989	-12.2315	-13.7069	-11.0154	-14.2553	-12.2985	-13.3374	-11.9105	-15.6962	-12.9056	-15.8648	-13.3854	-14.3258	-12.5025	-11.0821
L__ADJ_PUNCT_ADJ_NOUN	34	9	plur	должности	correct	generated	Но , с эффективной ступени , тот вылет , что куда все отрасли в этом пригороде были бы обычные и близнецы ожидали бы лишь локальные , а не российские	0	True	10941	5	29	Но , с эффективной ступени , тот вылет , что куда все отрасли в этом пригороде были бы обычные и близнецы ожидали бы лишь локальные , а не российские валюты , осознанно более распустил бы фактор над газетой . <eos>	-15.5957	-9.22938	-15.794	-9.51089	-9.28979	-11.8981	-11.5182	-9.54543	-12.9938	-8.0463	-13.1021	-13.6168	-8.69186	-13.3797	-12.2061	-8.77091	-12.8676	-11.878	-12.2991	-9.40026	-11.7063	-10.0349	-9.28598	-11.3679
L__ADJ_PUNCT_ADJ_NOUN	34	9	plur	должность	wrong	generated	Но , с эффективной ступени , тот вылет , что куда все отрасли в этом пригороде были бы обычные и близнецы ожидали бы лишь локальные , а не российские	0	True	12827	5	29	Но , с эффективной ступени , тот вылет , что куда все отрасли в этом пригороде были бы обычные и близнецы ожидали бы лишь локальные , а не российские валюты , осознанно более распустил бы фактор над газетой . <eos>	-19.4065	-12.8479	-21.3088	-9.61346	-14.0049	-13.6459	-11.7998	-13.7036	-15.6732	-14.5728	-15.5562	-16.3621	-14.9956	-15.6239	-16.0809	-12.5725	-14.2269	-14.5617	-16.5822	-12.7185	-15.4858	-11.4088	-12.8315	-14.9487
L__ADJ_ADJ_NOUN	62	3	sing	приоритет	correct	generated	Красный квадратный для крепости развития	0	False	443	5	5	"Красный квадратный для крепости развития эффект "" Рим как атмосфера "" воспользовался в временные нервы в Стокгольме , замечательно настаивала профессия поглощения в пенсию имущества тех людей , кто отдал лекцию , превратившись в ней сектор или полтора . <eos>"	-12.837	-15.2878	-14.0421	-11.4599	-15.9072	-15.969	-14.3671	-15.2205	-13.208	-16.7916	-15.0643	-13.6179	-14.8033	-13.361	-16.1021	-16.1519	-16.5143	-16.0829	-13.1882	-17.7007	-15.9996	-14.4893	-17.7276	-17.0435
L__ADJ_ADJ_NOUN	62	3	sing	приоритеты	wrong	generated	Красный квадратный для крепости развития	0	False	189	5	5	"Красный квадратный для крепости развития эффект "" Рим как атмосфера "" воспользовался в временные нервы в Стокгольме , замечательно настаивала профессия поглощения в пенсию имущества тех людей , кто отдал лекцию , превратившись в ней сектор или полтора . <eos>"	-15.179	-17.3722	-17.9298	-12.3264	-18.2727	-18.0951	-11.2852	-17.4957	-16.7341	-17.1964	-15.149	-17.9771	-16.772	-18.6951	-16.3442	-17.4155	-19.1475	-18.4455	-16.3901	-15.7604	-17.657	-14.7609	-17.077	-18.2988
L__ADJ_PUNCT_ADJ_NOUN	59	6	sing	сообщения	correct	generated	Я не находил пособия ни семейного , ни областного	0	True	3915	4	9	Я не находил пособия ни семейного , ни областного отношения . <eos>	-6.34163	-8.63541	-8.19816	-9.22036	-7.40992	-7.39117	-9.51092	-10.0778	-10.0728	-9.37907	-8.72838	-6.31777	-9.26074	-6.14173	-7.80249	-7.25661	-7.9918	-9.82692	-9.26977	-8.76487	-7.47697	-7.44655	-9.55107	-9.03903
L__ADJ_PUNCT_ADJ_NOUN	59	6	sing	сообщений	wrong	generated	Я не находил пособия ни семейного , ни областного	0	True	1248	4	9	Я не находил пособия ни семейного , ни областного отношения . <eos>	-10.9636	-9.60617	-11.3244	-10.382	-10.2165	-10.4696	-9.74672	-11.4443	-11.7819	-11.4706	-13.4512	-9.81221	-12.1795	-10.4517	-10.3316	-9.25321	-10.015	-9.8124	-11.2089	-10.746	-9.7628	-10.0776	-11.9461	-8.91718
L__VERB_NOUN_NOUN	5	8	sing	категорию	correct	generated	Событие становится находящимся под кризисом альтернативы коня или простым , если при своем форуме энергетика чемпиона умела бы съесть находящуюся на этом заявлении	0	True	596	4	23	Событие становится находящимся под кризисом альтернативы коня или простым , если при своем форуме энергетика чемпиона умела бы съесть находящуюся на этом заявлении серию ( снаружи от того , влияет ли такая заинтересованность на этом восстановлении ) . <eos>	-14.8486	-15.115	-15.7404	-13.3162	-14.2908	-13.9529	-12.0795	-13.2021	-15.3469	-14.3506	-13.8611	-14.6662	-15.1131	-19.1397	-14.5793	-16.3906	-14.321	-13.9963	-13.3236	-16.2888	-13.604	-14.7576	-10.9191	-14.3913
L__VERB_NOUN_NOUN	5	8	sing	категории	wrong	generated	Событие становится находящимся под кризисом альтернативы коня или простым , если при своем форуме энергетика чемпиона умела бы съесть находящуюся на этом заявлении	0	True	6159	4	23	Событие становится находящимся под кризисом альтернативы коня или простым , если при своем форуме энергетика чемпиона умела бы съесть находящуюся на этом заявлении серию ( снаружи от того , влияет ли такая заинтересованность на этом восстановлении ) . <eos>	-12.3044	-15.3475	-14.5749	-11.5935	-9.44916	-10.0472	-11.1192	-12.2779	-11.4113	-12.8752	-13.5298	-12.1114	-14.366	-13.6552	-11.9906	-11.8311	-10.5896	-11.9737	-8.35717	-12.3591	-11.9913	-13.1936	-10.6741	-9.58737
L__VERB_ADJ_NOUN	1	1	sing	мифа	correct	generated	"Чтобы пустить построение , в "" дополнительных "" горах споров управление читателей возвратились от вероисповедания банка в посредничестве правящего ( командного )"	0	True	211	4	22	"Чтобы пустить построение , в "" дополнительных "" горах споров управление читателей возвратились от вероисповедания банка в посредничестве правящего ( командного ) указа и возросли преодолевать либеральные коммуникации ( хотя советские цифровые остатки препятствуют , но это подробно замедление ) . <eos>"	-12.4789	-11.4753	-10.1158	-12.9058	-13.004	-14.5924	-13.3169	-12.4085	-12.0809	-11.6363	-13.1467	-11.8948	-13.8268	-12.1498	-13.9237	-13.9166	-13.3642	-13.0251	-12.2071	-14.461	-15.2239	-12.4929	-12.9302	-14.5864
L__VERB_ADJ_NOUN	1	1	sing	мифов	wrong	generated	"Чтобы пустить построение , в "" дополнительных "" горах споров управление читателей возвратились от вероисповедания банка в посредничестве правящего ( командного )"	0	True	280	4	22	"Чтобы пустить построение , в "" дополнительных "" горах споров управление читателей возвратились от вероисповедания банка в посредничестве правящего ( командного ) указа и возросли преодолевать либеральные коммуникации ( хотя советские цифровые остатки препятствуют , но это подробно замедление ) . <eos>"	-15.5258	-15.1872	-14.6716	-12.9103	-14.0257	-15.284	-13.2313	-15.0563	-13.7561	-16.0201	-16.3223	-14.7955	-15.7178	-13.057	-15.2116	-14.8166	-15.4123	-14.4832	-13.6352	-13.9986	-15.6916	-13.723	-13.8261	-15.231
R__VERB_NOUN_CCONJ_VERB	25	8	sing	существует	correct	generated	Отмечалось , что от гимна ранга ритуал отличает через металл необходимых ( от кредитной опасности ) постановлений , но	0	True	8629	12	19	Отмечалось , что от гимна ранга ритуал отличает через металл необходимых ( от кредитной опасности ) постановлений , но прибегает от жюри своих континентов . <eos>	-6.88065	-6.90652	-7.05106	-8.01989	-6.74789	-6.43056	-6.85914	-7.04061	-6.45093	-7.75839	-7.64194	-6.41215	-7.64095	-7.46501	-6.26631	-6.92077	-7.42332	-8.12682	-6.04369	-6.96889	-6.65631	-5.94184	-6.63489	-7.13337
R__VERB_NOUN_CCONJ_VERB	25	8	sing	существуют	wrong	generated	Отмечалось , что от гимна ранга ритуал отличает через металл необходимых ( от кредитной опасности ) постановлений , но	0	True	3620	12	19	Отмечалось , что от гимна ранга ритуал отличает через металл необходимых ( от кредитной опасности ) постановлений , но прибегает от жюри своих континентов . <eos>	-7.40524	-7.07407	-8.26655	-9.12871	-7.30885	-6.31992	-7.77779	-7.36742	-7.36252	-8.03529	-8.23821	-7.63321	-7.92273	-8.19243	-6.08351	-7.11543	-7.47472	-7.95209	-7.2941	-6.35392	-7.20699	-6.54824	-7.73589	-7.41914
L__ADJ_ADJ_NOUN	9	5	sing	встречи	correct	generated	Но в проектировании на оскорбление открытий напоминают альтернативные : черты того или игрового помещения , корабли китайской духовно - греческой	0	True	3432	4	20	Но в проектировании на оскорбление открытий напоминают альтернативные : черты того или игрового помещения , корабли китайской духовно - греческой специальности . <eos>	-12.016	-11.7801	-14.9463	-9.74353	-12.6759	-11.8648	-9.57903	-12.5577	-11.0828	-13.8672	-12.6186	-11.7622	-14.2228	-12.8845	-12.7877	-12.4818	-11.3266	-13.2738	-12.7996	-11.4882	-11.2048	-10.4497	-10.6901	-11.9399
L__ADJ_ADJ_NOUN	9	5	sing	встреч	wrong	generated	Но в проектировании на оскорбление открытий напоминают альтернативные : черты того или игрового помещения , корабли китайской духовно - греческой	0	True	1424	4	20	Но в проектировании на оскорбление открытий напоминают альтернативные : черты того или игрового помещения , корабли китайской духовно - греческой специальности . <eos>	-15.0659	-14.7108	-17.083	-10.4158	-16.3303	-14.9499	-11.6193	-17.1438	-14.718	-18.1563	-12.8596	-15.0409	-15.6899	-17.4461	-14.7896	-15.4554	-15.957	-17.9164	-15.3329	-14.3886	-14.8704	-13.0561	-14.9107	-17.6884
L__ADJ_NOUN_ADJ_NOUN	14	0	sing	партию	correct	original	<unk> возглавлял вторую по величине политическую	0	False	3077	4	6	"Танджунг возглавлял вторую по величине политическую партию - "" Голкар "" . <eos>"	-2.42953	-2.47335	-0.665383	-9.10652	-1.72728	-1.60783	-9.18333	-3.02194	-2.57312	-1.08879	-2.05979	-1.91666	-0.961404	-1.03179	-2.30007	-2.30061	-2.45136	-1.53072	-1.90904	-3.7404	-2.13086	-2.11278	-3.44111	-1.74976
L__ADJ_NOUN_ADJ_NOUN	14	0	sing	партии	wrong	original	<unk> возглавлял вторую по величине политическую	0	False	19155	4	6	"Танджунг возглавлял вторую по величине политическую партию - "" Голкар "" . <eos>"	-5.41	-6.0645	-6.41967	-6.32597	-6.14429	-5.76642	-8.11959	-4.74379	-7.03711	-6.16541	-7.85201	-5.07732	-4.8834	-4.98469	-7.07781	-6.45244	-5.47535	-6.49403	-6.66995	-6.8903	-5.61895	-6.92812	-7.18966	-6.26627
L__ADJ_PUNCT_VERB_NOUN	2	9	plur	сотрудников	correct	generated	Это представленные , вовремя наземные с резиденции влияния иллюстрации от ледникового комсомола и землевладения диски письменных британских , опять обеспечивающих	0	True	4515	4	20	Это представленные , вовремя наземные с резиденции влияния иллюстрации от ледникового комсомола и землевладения диски письменных британских , опять обеспечивающих артистов , требующих нигде на вагонах ( временно охраняемых честных квартирах ) , а не на расположенных отношениях . <eos>	-16.0508	-14.4091	-10.8493	-9.07918	-12.9774	-14.4343	-9.70174	-15.0332	-12.4337	-10.2211	-15.0873	-10.9805	-14.0081	-11.4355	-14.1532	-12.6458	-12.1169	-10.0923	-12.6061	-12.5526	-13.4519	-14.2549	-13.1266	-11.2516
L__ADJ_PUNCT_VERB_NOUN	2	9	plur	сотрудника	wrong	generated	Это представленные , вовремя наземные с резиденции влияния иллюстрации от ледникового комсомола и землевладения диски письменных британских , опять обеспечивающих	0	True	1287	4	20	Это представленные , вовремя наземные с резиденции влияния иллюстрации от ледникового комсомола и землевладения диски письменных британских , опять обеспечивающих артистов , требующих нигде на вагонах ( временно охраняемых честных квартирах ) , а не на расположенных отношениях . <eos>	-19.0894	-17.1996	-14.6606	-10.4422	-15.8957	-17.8449	-12.5095	-18.1532	-15.9214	-14.558	-17.7442	-15.3417	-16.773	-13.9456	-16.2162	-17.2325	-16.566	-13.6209	-16.961	-16.8925	-16.7125	-17.3106	-16.0264	-14.4195
L__ADJ_NOUN_NOUN	11	6	plur	преимущества	correct	generated	Охрана не будет объявлять западные третьи ощущения по Украине , а образует извлечь только четырежды не прочные для нашей аппаратуры	0	True	972	4	20	Охрана не будет объявлять западные третьи ощущения по Украине , а образует извлечь только четырежды не прочные для нашей аппаратуры отверстия по ярким налогам , поставленные в шум на гражданство экономистов оставить арену по скорейшему человечеству Кореи в эту дружбу . <eos>	-11.7145	-10.3498	-9.67735	-12.1359	-10.1989	-9.58343	-11.3462	-9.82333	-10.3843	-8.26957	-10.1699	-11.7673	-9.78466	-9.42238	-10.4527	-10.5145	-10.1423	-10.438	-10.394	-11.3096	-9.33473	-11.1817	-12.4214	-9.42986
L__ADJ_NOUN_NOUN	11	6	plur	преимущество	wrong	generated	Охрана не будет объявлять западные третьи ощущения по Украине , а образует извлечь только четырежды не прочные для нашей аппаратуры	0	True	1347	4	20	Охрана не будет объявлять западные третьи ощущения по Украине , а образует извлечь только четырежды не прочные для нашей аппаратуры отверстия по ярким налогам , поставленные в шум на гражданство экономистов оставить арену по скорейшему человечеству Кореи в эту дружбу . <eos>	-9.66441	-9.58976	-9.1767	-12.035	-9.31939	-10.1268	-11.6741	-10.7847	-9.19549	-9.63874	-8.91677	-10.7688	-8.89586	-8.35477	-11.5542	-11.6393	-10.2358	-11.5744	-9.50679	-11.3208	-10.2714	-11.7472	-14.5878	-9.86515
L__ADJ_PUNCT_ADJ_NOUN	47	8	sing	туалет	correct	generated	Наш технологический , но творчески японский , по бывшим утверждениям ,	1	True	227	10	11	Наш технологический , но творчески японский , по бывшим утверждениям , старт , основанный моим сотрудником из практических млн , занимался в заливе землетрясения . <eos>	-16.684	-14.8059	-16.5056	-12.3795	-16.2548	-14.1805	-14.5495	-16.7806	-13.2989	-15.4182	-13.5152	-17.4298	-14.0328	-15.11	-13.0951	-15.1315	-13.6644	-15.7841	-16.2219	-13.8999	-13.8497	-14.0565	-11.9589	-14.7846
L__ADJ_PUNCT_ADJ_NOUN	47	8	sing	туалеты	wrong	generated	Наш технологический , но творчески японский , по бывшим утверждениям ,	1	True	99	10	11	Наш технологический , но творчески японский , по бывшим утверждениям , старт , основанный моим сотрудником из практических млн , занимался в заливе землетрясения . <eos>	-16.3093	-15.8278	-15.5045	-12.4942	-16.2366	-14.2382	-12.7054	-16.3108	-14.7366	-16.6165	-15.8211	-18.2691	-16.0755	-15.8373	-15.5507	-14.9104	-14.1053	-16.3341	-17.0882	-14.5744	-14.9301	-16.4983	-14.7961	-16.1555
R__VERB_NOUN_CCONJ_VERB	24	9	sing	стоит	correct	generated	Ведь драма коллегий в союзе удовлетворена к степи и	0	False	4888	4	9	Ведь драма коллегий в союзе удовлетворена к степи и вспыхивает московской коалиции . <eos>	-8.98785	-9.27269	-8.66881	-9.10494	-10.4253	-8.36867	-10.1539	-9.05066	-8.35084	-10.2247	-9.31921	-9.42498	-7.18643	-11.1078	-9.33561	-10.6771	-8.01161	-9.73907	-8.34753	-10.231	-8.50879	-8.90036	-10.3414	-9.65157
R__VERB_NOUN_CCONJ_VERB	24	9	sing	стоят	wrong	generated	Ведь драма коллегий в союзе удовлетворена к степи и	0	False	1047	4	9	Ведь драма коллегий в союзе удовлетворена к степи и вспыхивает московской коалиции . <eos>	-11.2255	-11.6102	-9.89877	-10.7914	-11.5789	-10.698	-10.9869	-10.747	-10.219	-12.0942	-10.8103	-10.8455	-9.98482	-11.3585	-10.5685	-11.4149	-9.97029	-11.4515	-9.79046	-11.877	-10.6005	-10.7589	-10.2309	-10.4662
L__ADJ_PUNCT_ADJ_NOUN	6	5	sing	завод	correct	generated	Долго ему попеременно повернуть в мировую аппаратуру ( строгий приход ) , а по описании удержаться на исторические руины группы в преступлениях и сайтах , повредить финансовый , а явно и основной	0	True	5944	6	32	Долго ему попеременно повернуть в мировую аппаратуру ( строгий приход ) , а по описании удержаться на исторические руины группы в преступлениях и сайтах , повредить финансовый , а явно и основной прием , возродить арестовать ( до трех кадров ) в бронзу , забыть и задержать точную известность , и только к двух - трех масштабам он хватит , предложив потенциальную стену , укрыться послом запасных пород . <eos>	-14.2949	-12.475	-14.5621	-9.37538	-12.4152	-12.7385	-10.9127	-12.6993	-11.0447	-13.6416	-11.8014	-15.4111	-10.8889	-10.4217	-12.5693	-11.2954	-13.2893	-12.4355	-12.0704	-10.6244	-11.9415	-11.3905	-11.0278	-12.9989
L__ADJ_PUNCT_ADJ_NOUN	6	5	sing	заводы	wrong	generated	Долго ему попеременно повернуть в мировую аппаратуру ( строгий приход ) , а по описании удержаться на исторические руины группы в преступлениях и сайтах , повредить финансовый , а явно и основной	0	True	782	6	32	Долго ему попеременно повернуть в мировую аппаратуру ( строгий приход ) , а по описании удержаться на исторические руины группы в преступлениях и сайтах , повредить финансовый , а явно и основной прием , возродить арестовать ( до трех кадров ) в бронзу , забыть и задержать точную известность , и только к двух - трех масштабам он хватит , предложив потенциальную стену , укрыться послом запасных пород . <eos>	-13.7074	-12.0473	-13.6585	-10.7994	-12.5435	-11.6343	-8.90741	-15.0447	-12.6966	-13.6117	-14.8326	-13.7882	-13.7259	-12.0201	-11.875	-12.957	-13.009	-13.542	-14.6317	-9.73839	-12.795	-11.7092	-12.3579	-13.5701
L__ADJ_ADJ_NOUN	44	7	sing	демократия	correct	generated	Просто мы спокойно правовая и строго великая	0	False	372	4	7	Просто мы спокойно правовая и строго великая оптимизация , чтобы напоминать каменный монитор лифта . <eos>	-5.04835	-4.35694	-5.1512	-11.6507	-6.2787	-5.75197	-14.5801	-6.04425	-7.12182	-5.33138	-7.03896	-7.42118	-4.3146	-6.07295	-6.1747	-6.40781	-5.79108	-8.32749	-7.15711	-8.4393	-6.43303	-5.15637	-8.84634	-6.21196
L__ADJ_ADJ_NOUN	44	7	sing	демократии	wrong	generated	Просто мы спокойно правовая и строго великая	0	False	1491	4	7	Просто мы спокойно правовая и строго великая оптимизация , чтобы напоминать каменный монитор лифта . <eos>	-14.9055	-14.4708	-17.803	-10.346	-13.0089	-13.0034	-12.1281	-14.6915	-14.9331	-15.8117	-15.7865	-14.4907	-14.2792	-12.8579	-12.579	-13.1565	-13.8058	-14.6141	-13.3322	-14.6103	-12.462	-10.8152	-15.2942	-13.7876
R__VERB_NOUN_CCONJ_VERB	13	5	sing	слышит	correct	generated	И пожалуйста не смириться без картофеля удаления в отчаянии этими кадрами , в инфраструктуре во прошествии небольшой застройки на их натуральную стабильность ( грамматика , просмотр , упор , регистрация , бабушка , педагогика ) , что , систематически , проживает за трудности наибольшей попытки и	0	True	521	6	46	И пожалуйста не смириться без картофеля удаления в отчаянии этими кадрами , в инфраструктуре во прошествии небольшой застройки на их натуральную стабильность ( грамматика , просмотр , упор , регистрация , бабушка , педагогика ) , что , систематически , проживает за трудности наибольшей попытки и создаёт возможных последних управлений . <eos>	-14.806	-13.6999	-14.509	-11.3049	-12.6095	-16.3797	-11.9723	-12.9797	-13.2437	-15.7815	-12.8438	-14.1406	-15.0321	-16.6312	-14.6445	-14.5894	-12.1579	-13.4428	-12.7179	-13.9231	-13.843	-12.8475	-15.0104	-14.0388
R__VERB_NOUN_CCONJ_VERB	13	5	sing	слышат	wrong	generated	И пожалуйста не смириться без картофеля удаления в отчаянии этими кадрами , в инфраструктуре во прошествии небольшой застройки на их натуральную стабильность ( грамматика , просмотр , упор , регистрация , бабушка , педагогика ) , что , систематически , проживает за трудности наибольшей попытки и	0	True	156	6	46	И пожалуйста не смириться без картофеля удаления в отчаянии этими кадрами , в инфраструктуре во прошествии небольшой застройки на их натуральную стабильность ( грамматика , просмотр , упор , регистрация , бабушка , педагогика ) , что , систематически , проживает за трудности наибольшей попытки и создаёт возможных последних управлений . <eos>	-14.3575	-13.4726	-12.0684	-11.7869	-12.8796	-15.2643	-12.86	-12.7695	-13.2225	-13.2452	-12.7931	-13.2947	-14.0365	-15.1809	-15.0861	-15.3365	-12.5018	-14.1438	-13.0482	-15.9208	-13.9168	-13.0852	-16.6119	-13.7833
L__ADJ_ADJ_NOUN	27	8	plur	одежды	correct	generated	Чтобы это зайти , опасно призвать хотя бы диаметр в предыдущие классические и душевные	0	True	2408	4	14	Чтобы это зайти , опасно призвать хотя бы диаметр в предыдущие классические и душевные трудности глаза . <eos>	-9.08468	-10.8464	-11.6642	-9.79202	-10.2995	-11.378	-9.72791	-11.2647	-9.36983	-10.1366	-8.94567	-11.3113	-11.4954	-10.0653	-10.9627	-10.9036	-10.1213	-10.0798	-12.2977	-8.21872	-10.8827	-10.0099	-8.80933	-9.52395
L__ADJ_ADJ_NOUN	27	8	plur	одежду	wrong	generated	Чтобы это зайти , опасно призвать хотя бы диаметр в предыдущие классические и душевные	0	True	1391	4	14	Чтобы это зайти , опасно призвать хотя бы диаметр в предыдущие классические и душевные трудности глаза . <eos>	-11.6303	-14.4426	-16.8797	-10.3207	-11.5027	-12.3774	-9.30303	-13.601	-12.2905	-12.6976	-13.5377	-14.0693	-14.7824	-15.8079	-12.9502	-12.9041	-11.7584	-13.155	-13.0682	-12.9964	-12.6893	-10.7123	-11.418	-12.2854
L__ADJ_NOUN_ADJ_NOUN	2	9	plur	сборных	correct	generated	На немалой цене - станки их косвенных пионеров , текущих этой концепцией , - грузового незнакомца основных в самолете служебных	0	True	2114	4	20	На немалой цене - станки их косвенных пионеров , текущих этой концепцией , - грузового незнакомца основных в самолете служебных работ Хлебникова Кларка Антония , виновных монархов Миллера Вячеслава Карпова , Шамиля Эйнштейна Уокера и необходимых семидесятых . <eos>	-13.0182	-8.80744	-12.7346	-9.99388	-11.3391	-11.2221	-11.2775	-12.3542	-12.836	-12.3322	-12.4964	-11.4374	-9.76263	-11.168	-12.3126	-13.5384	-10.5988	-13.2421	-11.3623	-11.544	-13.0261	-10.7131	-10.7363	-12.4134
L__ADJ_NOUN_ADJ_NOUN	2	9	plur	сборной	wrong	generated	На немалой цене - станки их косвенных пионеров , текущих этой концепцией , - грузового незнакомца основных в самолете служебных	0	True	19107	4	20	На немалой цене - станки их косвенных пионеров , текущих этой концепцией , - грузового незнакомца основных в самолете служебных работ Хлебникова Кларка Антония , виновных монархов Миллера Вячеслава Карпова , Шамиля Эйнштейна Уокера и необходимых семидесятых . <eos>	-18.13	-14.6982	-17.4214	-8.15113	-15.7387	-16.8824	-9.9814	-15.9004	-15.302	-14.2964	-16.7325	-14.7711	-17.0098	-18.0739	-16.1395	-16.8174	-16.1703	-16.9824	-12.6896	-15.5415	-16.3291	-15.0473	-16.6419	-16.5653
