pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0
R__NOUN_NOUN_DET_ADJ	78	0	sing	ממוחשבים	wrong	original	ב סבלנות ו ב חיוך מקצועי מעל מסך ה טלוויזיה , כמובן הוא מזמין את ה אנשים להרכיב את תשבץ ה אירועים , כמו על שולחן ה עריכה ה	0	True	244	4	29	ב סבלנות ו ב חיוך מקצועי מעל מסך ה טלוויזיה , כמובן הוא מזמין את ה אנשים להרכיב את תשבץ ה אירועים , כמו על שולחן ה עריכה ה ממוחשב ש ב אולפן . <eos>	-10.9677	-9.94109	-9.89939	-10.0625	-11.7319	-10.7211	-11.1118	-8.4019	-8.68378	-8.83479	-11.7916	-15.7622	-10.1145	-11.1171	-9.47687	-11.384	-10.5245	-10.7314	-9.34614	-9.66791	-13.0753	-10.4309	-7.27643	-11.1584	-11.8065	-9.54209	-12.151	-11.5086	-9.97514	-11.7482	-8.5873	-10.9343	-9.40993	-9.84887	-10.5096	-13.1424
R__NOUN_NOUN_DET_ADJ	82	3	sing	כחול	correct	generated	אי - אפשר למצות ש מנורה ה אפורה ב יועץ ה חיטוי ה	0	True	4048	4	13	אי - אפשר למצות ש מנורה ה אפורה ב יועץ ה חיטוי ה גאולוגי - גשום תינתן ל מורס שובו של שנות ה בוהן , ה מתווספות זה הלוגנים אטמוספירה של סיפוק - אהל מינימליסטית ב רוחב . <eos>	-8.62584	-9.31374	-10.5996	-11.1675	-12.3515	-12.3654	-7.97485	-10.4646	-10.2851	-15.1941	-9.99226	-13.6865	-9.9449	-8.83197	-11.7322	-11.0304	-10.3692	-9.69324	-8.68654	-10.8424	-9.68623	-11.5535	-8.68105	-12.3717	-11.112	-9.96308	-11.4611	-10.4076	-8.39711	-10.4263	-8.59804	-10.4112	-9.67679	-9.35632	-11.4189	-12.2629
R__NOUN_NOUN_DET_ADJ	82	3	sing	כחולים	wrong	generated	אי - אפשר למצות ש מנורה ה אפורה ב יועץ ה חיטוי ה	0	True	638	4	13	אי - אפשר למצות ש מנורה ה אפורה ב יועץ ה חיטוי ה גאולוגי - גשום תינתן ל מורס שובו של שנות ה בוהן , ה מתווספות זה הלוגנים אטמוספירה של סיפוק - אהל מינימליסטית ב רוחב . <eos>	-14.333	-17.8526	-15.8459	-16.3445	-13.6989	-15.669	-12.9894	-15.233	-14.4398	-19.5136	-15.5343	-17.3557	-16.0142	-14.0619	-14.3205	-15.6126	-15.2187	-14.048	-15.4646	-17.2505	-15.6289	-15.4831	-13.4738	-14.83	-14.7663	-14.6676	-13.6006	-14.8623	-13.1101	-16.0852	-13.056	-13.1136	-16.0192	-14.9535	-14.3566	-12.5847
L__NOUN_NOUN_ADJ_VERB	4	4	sing	מתחתן	correct	generated	""" אין כל מסבאה לנהוג ל זמן חשאי לעשות את זכייתו ל קייטנה ש עמה יש לנו מדדים צפוניים "" , הועברו ה מרכולים , "" אך כשם ש סרום ה סיפוק ה צהוב"	0	True	201	5	34	""" אין כל מסבאה לנהוג ל זמן חשאי לעשות את זכייתו ל קייטנה ש עמה יש לנו מדדים צפוניים "" , הועברו ה מרכולים , "" אך כשם ש סרום ה סיפוק ה צהוב מפושט עונש ב נטרול ה אמנות ל אדונים אוויריים לעצור מ הנפקות ל חסילונים ה מוצלים כ אסטרונומיים להם , כך צמרת על ה אצנים ה מרחביים ב נילוס ה משתדלים ב כך להסכים על טיוטה מ לחות ל עצות ש בהן פוטרת התערערות ל מטבחים אסטרטגיים "" . <eos>"	-13.728	-14.144	-12.6956	-12.9662	-13.1078	-14.4655	-14.5139	-12.3767	-11.8128	-13.2062	-14.1089	-12.4497	-12.6853	-13.3814	-13.1583	-13.8125	-13.4709	-13.8362	-13.8464	-14.0522	-14.1286	-14.9926	-14.6713	-12.6821	-13.3418	-12.5903	-13.7455	-12.6193	-13.349	-13.2713	-13.7808	-13.3041	-12.3171	-13.0414	-14.2407	-12.1993
L__NOUN_NOUN_ADJ_VERB	4	4	sing	מתחתנים	wrong	generated	""" אין כל מסבאה לנהוג ל זמן חשאי לעשות את זכייתו ל קייטנה ש עמה יש לנו מדדים צפוניים "" , הועברו ה מרכולים , "" אך כשם ש סרום ה סיפוק ה צהוב"	0	True	196	5	34	""" אין כל מסבאה לנהוג ל זמן חשאי לעשות את זכייתו ל קייטנה ש עמה יש לנו מדדים צפוניים "" , הועברו ה מרכולים , "" אך כשם ש סרום ה סיפוק ה צהוב מפושט עונש ב נטרול ה אמנות ל אדונים אוויריים לעצור מ הנפקות ל חסילונים ה מוצלים כ אסטרונומיים להם , כך צמרת על ה אצנים ה מרחביים ב נילוס ה משתדלים ב כך להסכים על טיוטה מ לחות ל עצות ש בהן פוטרת התערערות ל מטבחים אסטרטגיים "" . <eos>"	-15.8816	-16.2758	-14.5049	-14.1648	-15.3866	-14.6624	-17.6908	-12.9293	-16.0358	-16.6994	-13.5595	-14.7927	-16.3285	-15.2684	-14.3498	-15.3024	-15.3641	-16.0239	-15.5652	-14.797	-15.4283	-16.4674	-15.0017	-12.6135	-16.1586	-15.3266	-15.0372	-16.3892	-14.1712	-14.5183	-14.4474	-15.3791	-14.071	-14.1867	-16.8318	-13.9948
R__NOUN_NOUN_DET_ADJ	53	6	sing	היסטורי	correct	generated	זוג ה סיכויים ה	1	False	4302	4	4	זוג ה סיכויים ה מצומצם הכריח מן ה כבוד ; רק ה זוג שלנו הותאם כ ש לרחף . <eos>	-9.16008	-13.7394	-10.3016	-12.4627	-9.61401	-12.0711	-8.99214	-10.3009	-9.5313	-9.23253	-9.07477	-10.9912	-10.8297	-12.2691	-13.4516	-11.7177	-10.9374	-11.4944	-9.53635	-9.48259	-9.82967	-11.7318	-11.2092	-13.248	-10.7046	-10.1529	-9.92394	-11.3403	-10.3312	-13.7062	-9.54967	-9.24515	-13.6775	-11.4618	-11.3803	-11.1276
R__NOUN_NOUN_DET_ADJ	53	6	sing	היסטוריים	wrong	generated	זוג ה סיכויים ה	1	False	2182	4	4	זוג ה סיכויים ה מצומצם הכריח מן ה כבוד ; רק ה זוג שלנו הותאם כ ש לרחף . <eos>	-12.9567	-9.59937	-10.8493	-9.49527	-10.2427	-9.19601	-8.58445	-11.3016	-9.19181	-9.13044	-12.8423	-12.2087	-9.20286	-10.7912	-7.54757	-10.9891	-12.0967	-9.25367	-11.1775	-8.6303	-8.99465	-11.7461	-8.02445	-11.2848	-11.1872	-9.55679	-7.65567	-9.82742	-10.2038	-9.01461	-10.3227	-9.07778	-10.058	-9.87551	-10.1461	-11.7582
R__NOUN_ADJ_DET_ADJ	26	6	sing	צלול	correct	generated	אחרי ה מעליות ב <unk> ו ב חוסיין , זינק ב איזור ש שידר ב ירחמיאל ביטחון מוגזם על ה דרשנים , כדי להתמודד ב חברות את ה יריד ה מוסיקלי ו לסגור את ה קשיש ה משובח לפני ה מילוט ה כוחני : ה ריתוק ה קדם מרתק ה	0	True	179	5	50	"אחרי ה מעליות ב ברה""ם ו ב חוסיין , זינק ב איזור ש שידר ב ירחמיאל ביטחון מוגזם על ה דרשנים , כדי להתמודד ב חברות את ה יריד ה מוסיקלי ו לסגור את ה קשיש ה משובח לפני ה מילוט ה כוחני : ה ריתוק ה קדם מרתק ה אולימפי שלנו ב עיבוי סינד של ה חורן ה דחוס ב זואי , ב אשך 8 ב ליברטדורס , ה נשנה גם את מישאל ו נובמבר . <eos>"	-11.0038	-10.0391	-12.4351	-12.3321	-10.4476	-15.6855	-12.4023	-10.7235	-12.1789	-8.82699	-15.2799	-17.4309	-11.4685	-10.905	-11.9424	-13.4943	-10.8357	-12.266	-10.9917	-13.9812	-12.3786	-9.81939	-12.8321	-11.7962	-9.60034	-10.7332	-10.1101	-14.5299	-12.8135	-12.8805	-11.9235	-8.95574	-12.6906	-10.9159	-13.443	-10.8402
R__NOUN_ADJ_DET_ADJ	26	6	sing	צלולים	wrong	generated	אחרי ה מעליות ב <unk> ו ב חוסיין , זינק ב איזור ש שידר ב ירחמיאל ביטחון מוגזם על ה דרשנים , כדי להתמודד ב חברות את ה יריד ה מוסיקלי ו לסגור את ה קשיש ה משובח לפני ה מילוט ה כוחני : ה ריתוק ה קדם מרתק ה	0	True	95	5	50	"אחרי ה מעליות ב ברה""ם ו ב חוסיין , זינק ב איזור ש שידר ב ירחמיאל ביטחון מוגזם על ה דרשנים , כדי להתמודד ב חברות את ה יריד ה מוסיקלי ו לסגור את ה קשיש ה משובח לפני ה מילוט ה כוחני : ה ריתוק ה קדם מרתק ה אולימפי שלנו ב עיבוי סינד של ה חורן ה דחוס ב זואי , ב אשך 8 ב ליברטדורס , ה נשנה גם את מישאל ו נובמבר . <eos>"	-13.871	-17.2726	-15.3515	-14.3924	-16.6247	-15.4639	-17.0041	-14.9001	-17.9421	-13.5911	-11.9292	-17.5639	-16.9954	-15.4317	-14.0327	-17.3034	-14.1884	-15.5266	-16.3809	-14.0897	-16.8089	-14.7835	-17.5435	-15.8777	-16.4083	-15.0185	-13.3783	-17.6219	-16.2325	-15.7072	-14.4869	-13.1686	-14.805	-16.1177	-16.5936	-14.1742
R__VERB_NOUN_CCONJ_VERB	20	5	plur	מושלמות	correct	generated	גרורות דרומיות מתפוצצות את ה תופעה ו	1	False	92	5	7	גרורות דרומיות מתפוצצות את ה תופעה ו נסגרות , בין ה ארטישוק , ל תופים ל מבוך ה הנשמה , ו פסיכולוגיית דניאל נאמדת להשפיע הרגשה בהאית כלפי ה אטב . <eos>	-13.8263	-15.3882	-13.8493	-14.5571	-14.8185	-14.4799	-15.4625	-14.8135	-14.7379	-14.6935	-11.9677	-15.5852	-14.3909	-15.0803	-13.6686	-15.6467	-13.6133	-14.4844	-15.336	-14.4831	-14.1212	-13.8507	-13.5181	-16.7807	-14.514	-15.483	-14.6172	-15.6702	-14.3119	-14.8548	-13.7495	-15.7175	-14.8063	-15.109	-14.4426	-14.1683
R__VERB_NOUN_CCONJ_VERB	20	5	plur	מושלמת	wrong	generated	גרורות דרומיות מתפוצצות את ה תופעה ו	1	False	737	5	7	גרורות דרומיות מתפוצצות את ה תופעה ו נסגרות , בין ה ארטישוק , ל תופים ל מבוך ה הנשמה , ו פסיכולוגיית דניאל נאמדת להשפיע הרגשה בהאית כלפי ה אטב . <eos>	-12.8074	-13.399	-12.492	-14.6607	-14.7425	-15.7561	-14.6583	-13.7773	-13.0352	-15.9761	-13.6511	-14.2626	-14.0742	-16.9273	-14.5763	-14.5854	-12.4184	-13.1849	-15.7196	-14.3854	-12.3219	-14.8493	-13.5008	-15.1829	-14.627	-14.5817	-16.0467	-16.7657	-14.3425	-14.1263	-13.6476	-14.4911	-14.0313	-13.3162	-16.0625	-14.0889
R__VERB_NOUN_CCONJ_VERB	19	5	sing	מבוטח	correct	generated	"ה שבייה , עו""ד סלאנה מרסו , נהרגת כי במשך כ מגפה ו צמדי הורסט ינס הבראה פדרלית של חריצי דיכאון ב תולעי חומרים , תוך ש הוא מטביע ב פך ו"	0	True	160	4	32	"ה שבייה , עו""ד סלאנה מרסו , נהרגת כי במשך כ מגפה ו צמדי הורסט ינס הבראה פדרלית של חריצי דיכאון ב תולעי חומרים , תוך ש הוא מטביע ב פך ו משתכר בו על כיסי ה מבחן ו מעשיו . <eos>"	-15.343	-12.9634	-16.4606	-16.4378	-16.7487	-15.2043	-15.0497	-16.8104	-15.0747	-16.8822	-16.8788	-17.105	-14.7294	-14.747	-15.7059	-16.4328	-16.4067	-14.7018	-14.6512	-14.6316	-16.5484	-15.1726	-16.578	-16.7918	-14.5717	-15.8394	-16.2561	-16.371	-16.8387	-18.5959	-15.3758	-14.281	-16.5764	-15.6237	-17.5663	-15.4985
R__VERB_NOUN_CCONJ_VERB	19	5	sing	מבוטחים	wrong	generated	"ה שבייה , עו""ד סלאנה מרסו , נהרגת כי במשך כ מגפה ו צמדי הורסט ינס הבראה פדרלית של חריצי דיכאון ב תולעי חומרים , תוך ש הוא מטביע ב פך ו"	0	True	96	4	32	"ה שבייה , עו""ד סלאנה מרסו , נהרגת כי במשך כ מגפה ו צמדי הורסט ינס הבראה פדרלית של חריצי דיכאון ב תולעי חומרים , תוך ש הוא מטביע ב פך ו משתכר בו על כיסי ה מבחן ו מעשיו . <eos>"	-19.9287	-20.0742	-18.9925	-18.8032	-20.0968	-19.6711	-18.7635	-19.7835	-16.64	-19.7228	-20.0823	-23.8829	-20.2486	-21.3514	-18.952	-20.7568	-17.5736	-17.3055	-15.7029	-19.0227	-21.7262	-20.3284	-20.0818	-18.3114	-19.5096	-21.0494	-20.266	-17.111	-16.5393	-20.4532	-16.1735	-19.4687	-20.3808	-19.9827	-21.1877	-19.889
R__NOUN_ADJ_PUNCT_SCONJ_VERB	9	2	plur	שודדים	correct	generated	רייקיאוויק חסיה , מקח סוגי זיסר , אוזל כי רצוי לחזק גם בשמים נוראים , ה	0	True	638	4	16	רייקיאוויק חסיה , מקח סוגי זיסר , אוזל כי רצוי לחזק גם בשמים נוראים , ה נתפשים ב משחה עם קינה או חדרים , כמו חמצון ה גידול ה מתחבא ב לבבות . <eos>	-13.0574	-12.3431	-11.0019	-9.97977	-11.8653	-12.3076	-11.9082	-11.4683	-10.897	-12.0626	-13.762	-11.1173	-9.91625	-11.4221	-10.6515	-11.6192	-11.3111	-10.791	-9.30962	-12.5463	-11.749	-10.6922	-12.1702	-13.575	-10.9338	-10.0144	-11.6117	-11.0718	-9.71289	-13.4494	-10.9479	-10.3438	-11.2523	-11.0069	-10.7349	-12.74
R__NOUN_ADJ_PUNCT_SCONJ_VERB	9	2	plur	שודד	wrong	generated	רייקיאוויק חסיה , מקח סוגי זיסר , אוזל כי רצוי לחזק גם בשמים נוראים , ה	0	True	351	4	16	רייקיאוויק חסיה , מקח סוגי זיסר , אוזל כי רצוי לחזק גם בשמים נוראים , ה נתפשים ב משחה עם קינה או חדרים , כמו חמצון ה גידול ה מתחבא ב לבבות . <eos>	-11.7007	-11.9337	-12.1389	-12.0543	-12.1507	-13.1517	-13.2918	-11.9655	-11.7956	-13.0025	-12.0411	-13.877	-11.9946	-13.8386	-12.1788	-12.5018	-13.3907	-12.7923	-13.083	-13.2686	-13.9023	-12.5823	-13.1916	-14.6573	-13.7271	-12.055	-12.146	-13.9733	-11.612	-13.6565	-12.4304	-13.353	-12.347	-12.4073	-10.5726	-13.8992
R__NOUN_NOUN_DET_ADJ	30	0	sing	ליברלי	correct	original	אם יש מעטה <unk> מאחורי <unk> ה בריונים ב עיתונות , תכליתו אחת <unk> את אורח ה חיים ה	1	True	488	4	19	אם יש מעטה אידיאולוגי מאחורי שיסוי ה בריונים ב עיתונות , תכליתו אחת להצמית את אורח ה חיים ה ליברלי ו את ה משטר ה דמוקרטי . <eos>	-6.98148	-6.08012	-7.51984	-7.31549	-7.04214	-8.55466	-8.34399	-8.4347	-7.342	-7.18873	-8.06571	-5.63702	-6.79479	-6.28263	-6.03103	-7.60898	-7.45906	-8.43531	-8.84291	-7.907	-7.02506	-7.15235	-6.88176	-7.46599	-7.05086	-6.08349	-7.95618	-7.18193	-8.74856	-6.62808	-7.49909	-6.67921	-6.32635	-6.55394	-8.37834	-6.25248
R__NOUN_NOUN_DET_ADJ	30	0	sing	ליברליים	wrong	original	אם יש מעטה <unk> מאחורי <unk> ה בריונים ב עיתונות , תכליתו אחת <unk> את אורח ה חיים ה	1	True	178	4	19	אם יש מעטה אידיאולוגי מאחורי שיסוי ה בריונים ב עיתונות , תכליתו אחת להצמית את אורח ה חיים ה ליברלי ו את ה משטר ה דמוקרטי . <eos>	-11.2698	-14.016	-13.9272	-13.1244	-13.9488	-14.9237	-13.4403	-13.7723	-13.9331	-14.1703	-11.8926	-12.3047	-12.5809	-15.5294	-12.7225	-13.8338	-11.6507	-13.0746	-12.1554	-11.9454	-13.2419	-14.3407	-14.4787	-12.7232	-13.6028	-12.5473	-12.0395	-13.8373	-11.2948	-13.2601	-11.5909	-13.7743	-14.1131	-12.0826	-15.4422	-14.9167
R__NOUN_DET_ADV_PUNCT_ADJ	3	5	sing	בולט	correct	generated	ב זמן , על טיגון סלק ה טענות של יסקאיה , גילמה התנהגותה של הולידיי ל הצבעה ה קרמית , ו כן גידולם ה לא -	0	True	4358	4	26	ב זמן , על טיגון סלק ה טענות של יסקאיה , גילמה התנהגותה של הולידיי ל הצבעה ה קרמית , ו כן גידולם ה לא - קנאי של חבריה . <eos>	-11.4152	-13.5106	-10.3062	-9.0497	-9.17689	-9.99816	-10.4599	-10.9347	-12.5042	-12.8823	-10.9751	-10.6432	-11.2094	-11.6961	-9.34429	-13.7142	-8.36793	-10.2201	-10.6794	-10.5769	-11.8835	-9.60455	-9.59026	-8.17169	-11.1463	-11.1513	-8.8827	-9.29744	-10.4874	-10.901	-12.0365	-11.0421	-10.3693	-12.2874	-12.0963	-13.171
R__NOUN_DET_ADV_PUNCT_ADJ	3	5	sing	בולטים	wrong	generated	ב זמן , על טיגון סלק ה טענות של יסקאיה , גילמה התנהגותה של הולידיי ל הצבעה ה קרמית , ו כן גידולם ה לא -	0	True	5753	4	26	ב זמן , על טיגון סלק ה טענות של יסקאיה , גילמה התנהגותה של הולידיי ל הצבעה ה קרמית , ו כן גידולם ה לא - קנאי של חבריה . <eos>	-13.1648	-14.0793	-12.6508	-9.93068	-9.81816	-11.5683	-14.1975	-11.3116	-13.6728	-14.1977	-14.1332	-13.7401	-10.5116	-13.7812	-12.1693	-15.0358	-10.537	-13.6403	-12.0832	-14.1749	-13.6581	-11.6005	-9.49515	-10.1874	-13.933	-10.3315	-10.1147	-10.7823	-11.0514	-10.7727	-10.809	-13.3513	-13.8792	-12.3978	-11.8576	-14.2442
R__NOUN_NOUN_DET_ADJ	53	3	sing	מקוון	correct	generated	מרפק ה מוסיקאים ה	1	False	434	4	4	מרפק ה מוסיקאים ה פגוע המריץ מן ה קולחוז ; רק ה נשק שלנו הסתגל כ ש לעגון . <eos>	-18.1551	-11.5102	-10.381	-13.5433	-12.8033	-13.277	-11.709	-11.5962	-12.2769	-11.2467	-13.7653	-11.3011	-12.4912	-11.2992	-9.399	-7.58753	-11.6405	-10.443	-12.4506	-11.687	-10.7472	-14.6286	-12.4379	-15.8138	-14.3776	-9.83097	-12.8162	-13.7222	-11.7017	-10.2013	-12.1887	-10.4927	-8.72625	-11.3813	-13.1048	-14.4119
R__NOUN_NOUN_DET_ADJ	53	3	sing	מקוונים	wrong	generated	מרפק ה מוסיקאים ה	1	False	155	4	4	מרפק ה מוסיקאים ה פגוע המריץ מן ה קולחוז ; רק ה נשק שלנו הסתגל כ ש לעגון . <eos>	-16.0735	-14.1903	-10.5317	-15.6235	-13.0395	-16.5284	-12.1974	-10.7619	-12.6981	-16.2995	-18.727	-12.4305	-15.1668	-11.8688	-12.2832	-11.9331	-12.7879	-13.7188	-15.5056	-12.5921	-9.75494	-15.8795	-13.0944	-14.8054	-12.5871	-12.156	-8.9141	-14.2387	-11.3008	-11.3064	-11.0073	-13.9249	-12.7342	-14.0426	-12.9493	-14.3024
R__NOUN_ADJ_DET_ADJ	20	7	sing	מודרנית	correct	generated	קרחון עכביש ה תסכול , דסקל מילאן , התעלם ל ביקורי וולפה ב זוועות ה ממתיק להכיר ל שגרירות ה כתר כי ב ניקלודאון 1791 סווגה מחרוזת דאדלי גימלי כבודה של הצטרפות ה יצוא לחדור ל גאבור בעלת עיטור , ש תישאר על ה שהייה ה פאסיבית ה	0	True	5808	4	48	קרחון עכביש ה תסכול , דסקל מילאן , התעלם ל ביקורי וולפה ב זוועות ה ממתיק להכיר ל שגרירות ה כתר כי ב ניקלודאון 1791 סווגה מחרוזת דאדלי גימלי כבודה של הצטרפות ה יצוא לחדור ל גאבור בעלת עיטור , ש תישאר על ה שהייה ה פאסיבית ה משפחתית ב רובד גאמה . <eos>	-6.81648	-8.25259	-8.00445	-7.76406	-8.85428	-7.44654	-5.86969	-7.70712	-7.25322	-7.75879	-9.33043	-8.47156	-6.92674	-8.82892	-9.0967	-6.92878	-7.60906	-9.35857	-7.4388	-9.56362	-8.47653	-6.57711	-8.04222	-10.049	-7.12683	-5.98054	-6.30733	-5.80519	-8.10394	-8.49877	-8.25716	-7.09477	-8.17525	-7.92112	-8.34937	-5.85514
R__NOUN_ADJ_DET_ADJ	20	7	sing	מודרניות	wrong	generated	קרחון עכביש ה תסכול , דסקל מילאן , התעלם ל ביקורי וולפה ב זוועות ה ממתיק להכיר ל שגרירות ה כתר כי ב ניקלודאון 1791 סווגה מחרוזת דאדלי גימלי כבודה של הצטרפות ה יצוא לחדור ל גאבור בעלת עיטור , ש תישאר על ה שהייה ה פאסיבית ה	0	True	1254	4	48	קרחון עכביש ה תסכול , דסקל מילאן , התעלם ל ביקורי וולפה ב זוועות ה ממתיק להכיר ל שגרירות ה כתר כי ב ניקלודאון 1791 סווגה מחרוזת דאדלי גימלי כבודה של הצטרפות ה יצוא לחדור ל גאבור בעלת עיטור , ש תישאר על ה שהייה ה פאסיבית ה משפחתית ב רובד גאמה . <eos>	-10.1968	-11.3616	-13.4346	-12.3578	-11.7718	-12.0968	-10.9642	-11.5443	-11.3611	-12.8768	-15.6816	-9.32463	-14.4085	-13.0394	-13.2993	-13.0104	-12.1142	-13.3433	-11.917	-9.48888	-11.4282	-11.7126	-11.3048	-10.3101	-12.7978	-13.6381	-11.3266	-14.4573	-11.2563	-14.7863	-12.8202	-12.053	-12.6598	-14.6361	-12.3477	-12.1884
R__NOUN_ADJ_DET_ADJ	10	4	sing	מקוון	correct	generated	"דופי אחד שלי , ש דינו אינו נספג לו מדיום ל ניהוג עלונים ( הוא מתמזג ב מלחמה עגולה פרוגרסיבית ל מימונה אנגליקנית טלוויזיונית , ו לא אנגוס איזו כדי לא לראותו מ מטרתן ) , ארך ב אמונות נדלי אקליפטוס "" מצלול "" , ה קומוניזם ה תוסס ה"	0	True	434	4	50	"דופי אחד שלי , ש דינו אינו נספג לו מדיום ל ניהוג עלונים ( הוא מתמזג ב מלחמה עגולה פרוגרסיבית ל מימונה אנגליקנית טלוויזיונית , ו לא אנגוס איזו כדי לא לראותו מ מטרתן ) , ארך ב אמונות נדלי אקליפטוס "" מצלול "" , ה קומוניזם ה תוסס ה עצום ביותר , כדי לתקן את ה הגמון ה תיאטרלי ש יוכרז במשך ה הפתעה . <eos>"	-10.5925	-8.24189	-9.5499	-9.22999	-7.73316	-8.73303	-10.7676	-8.89355	-10.469	-10.5167	-11.5707	-10.1415	-11.1269	-8.45393	-11.02	-6.78759	-8.89906	-10.4763	-12.1208	-6.96713	-9.56594	-9.00504	-10.2834	-11.4436	-7.22303	-10.8536	-9.23234	-9.54478	-11.138	-8.08142	-11.8266	-7.91001	-8.0251	-11.1657	-9.33172	-10.6057
R__NOUN_ADJ_DET_ADJ	10	4	sing	מקוונים	wrong	generated	"דופי אחד שלי , ש דינו אינו נספג לו מדיום ל ניהוג עלונים ( הוא מתמזג ב מלחמה עגולה פרוגרסיבית ל מימונה אנגליקנית טלוויזיונית , ו לא אנגוס איזו כדי לא לראותו מ מטרתן ) , ארך ב אמונות נדלי אקליפטוס "" מצלול "" , ה קומוניזם ה תוסס ה"	0	True	155	4	50	"דופי אחד שלי , ש דינו אינו נספג לו מדיום ל ניהוג עלונים ( הוא מתמזג ב מלחמה עגולה פרוגרסיבית ל מימונה אנגליקנית טלוויזיונית , ו לא אנגוס איזו כדי לא לראותו מ מטרתן ) , ארך ב אמונות נדלי אקליפטוס "" מצלול "" , ה קומוניזם ה תוסס ה עצום ביותר , כדי לתקן את ה הגמון ה תיאטרלי ש יוכרז במשך ה הפתעה . <eos>"	-16.5081	-14.4174	-14.2453	-16.7402	-14.2598	-15.0589	-16.612	-14.3423	-15.2725	-17.424	-17.2989	-17.7799	-16.4532	-14.8404	-18.2313	-15.4066	-14.4281	-14.0685	-14.5772	-14.3644	-15.9416	-14.7301	-16.1361	-15.1861	-16.3003	-15.9912	-13.3312	-13.7476	-15.1626	-14.6433	-15.0894	-14.3536	-16.3487	-16.3573	-16.2719	-13.2385
R__NOUN_NOUN_DET_ADJ	14	4	sing	מרשים	correct	generated	רק ה הפרשים מדליקים מ הוקרה זו ; מורחבים ל כך ערכם ה שקוף , קבורתו ו משקל ה איכון ה	0	True	904	4	21	רק ה הפרשים מדליקים מ הוקרה זו ; מורחבים ל כך ערכם ה שקוף , קבורתו ו משקל ה איכון ה אנושי שלהם ; ו ה מקלחת כי ב כל הרמה רקתית אבל טרופית ו מעורבת , הם ממוינים סלבריטאים הופכית . <eos>	-9.14258	-5.75704	-9.36982	-11.0575	-7.66133	-8.90454	-6.79425	-8.15683	-9.42482	-6.79294	-10.5138	-9.09021	-9.74966	-9.59706	-9.15033	-6.81356	-9.87654	-7.9152	-11.7971	-9.1169	-9.7228	-10.2484	-11.0663	-9.47858	-9.22317	-7.94611	-8.12108	-9.93288	-9.29282	-10.9609	-8.96838	-8.96987	-8.39248	-8.65679	-7.97336	-8.14464
